title,artist,existing_year,existing_year_source,existing_status,existing_notes,csv_year,estimated_year,mb_year,mb_year_source,deezer_year,discogs_year,discogs_rejected_year,discogs_rejected_reason,chosen_candidate,status,notes,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,final_year
Stars On 45 - Original Single Edit,Stars On 45,1981,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1981,1981,1981,mb_ok,1981,,,,1981,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,59BkBWQitTPgS1inzGfyI5,Stars On 45 - Original Single Edit,Stars On 45,playlist_import,,NLC288100003,true,1981
Alors on danse - Radio Edit,Stromae,2009,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2010,2010,2009,mb_ok,2010,,,,2009,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,Stromae,playlist_import,,FRUM70902424,true,2009
Get It On,T. Rex,1971,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1971,1971,1971,mb_ok,2012,,,,1971,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0LoQuiekvzqx7n8flgEKzF,Get It On,T. Rex,playlist_import,,GBCHM7100038,true,1971
World In Our Hands,Taio Cruz,2011,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2011,2011,2011,mb_ok,2011,,,,2011,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,79xJXZeudmfMq4ay9yCFGd,World In Our Hands,Taio Cruz,playlist_import,,GBUM71109576,true,2011
Pump Up The Jam,Technotronic,1989,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1989,1989,1989,mb_ok,2009,,,,1989,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Technotronic,playlist_import,,BED018901375,true,1989
Seasons in the Sun,Terry Jacks,1973,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1974,1974,1973,mb_ok,1974,,,,1973,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,7pGMRy91RcQT9oHdPgYz3A,Seasons in the Sun,Terry Jacks,playlist_import,,USAR17400171,true,1973
No No Never,Texas Lightning,2006,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2006,2006,2006,mb_ok,2007,,,,2006,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5EEiZp74udn1TOG6ty9Pq6,No No Never,Texas Lightning,playlist_import,,DEX570600001,true,2006
Here Comes The Sun - Remastered 2009,The Beatles,1969,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1969,1969,1969,mb_ok,2015,,,,1969,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,playlist_import,,GBAYE0601696,true,1969
Let It Be - Remastered 2009,The Beatles,1970,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1970,1970,1970,mb_ok,2015,,,,1970,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,playlist_import,,GBAYE0601713,true,1970
You Really Got Me,The Kinks,1964,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1964,1964,1964,mb_ok,2023,,,,1964,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,29SyMC0plk6qw8NMF7lfRL,You Really Got Me,The Kinks,playlist_import,,GBAJE6400005,true,1964
Boom Boom Boom - Don't Break My Balls Mix,The Outhere Brothers,1994,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1994,1994,1994,mb_ok,1994,,,,1994,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1m3YR95r3ZuLtu66T8l4Ab,Boom Boom Boom - Don't Break My Balls Mix,The Outhere Brothers,playlist_import,,CAU119402044,true,1994
Don't Cha,"The Pussycat Dolls, Busta Rhymes",2005,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2005,2005,2005,mb_ok,2005,,,,2005,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,"The Pussycat Dolls, Busta Rhymes",playlist_import,,USUM70503191,true,2005
Stop! In The Name Of Love,The Supremes,1965,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1965,1965,1965,mb_ok,2018,,,,1965,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,52FlwUMMDnTK8TGkCag9Jd,Stop! In The Name Of Love,The Supremes,playlist_import,,USMO16500288,true,1965
Happy Together,The Turtles,1966,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1967,1967,1966,mb_ok,2005,,,,1966,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1JO1xLtVc8mWhIoE3YaCL0,Happy Together,The Turtles,playlist_import,,USA560587940,true,1966
Semi-Charmed Life,Third Eye Blind,1997,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1997,1997,1997,mb_ok,2006,,,,1997,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,Third Eye Blind,playlist_import,,USEE19701203,true,1997
Love Is You - Radio Version,Thomas Godoj,2008,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2008,2008,2008,mb_ok,2008,,,,2008,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0ydk0oiUuGNyeUFeWlkjUS,Love Is You - Radio Version,Thomas Godoj,playlist_import,,DEE860800369,true,2008
River,Tom Gregory,2021,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2021,2021,2021,mb_ok,2021,,,,2021,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5nD2zmNcN7jZ1lrdj4ZVxX,River,Tom Gregory,playlist_import,,DEN062100149,true,2021
It's Not Unusual,Tom Jones,1965,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1965,1965,1965,mb_ok,2007,,,,1965,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3TlIt0ReIxPsVZcOEivT5U,It's Not Unusual,Tom Jones,playlist_import,,GBF076520010,true,1965
Breaking Me,"Topic, A7S",2019,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2019,2019,2019,mb_ok,2019,,,,2019,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3H7ihDc1dqLriiWXwsc2po,Breaking Me,"Topic, A7S",playlist_import,,DEUM71906724,true,2019
Talkin' Bout a Revolution,Tracy Chapman,1988,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1988,1988,1988,mb_ok,1988,,,,1988,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0YMFcrMtBowDdD5bPz0cgy,Talkin' Bout a Revolution,Tracy Chapman,playlist_import,,USEE10100547,true,1988
New York-Rio-Tokyo,Trio Rio,1986,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1986,1986,1986,mb_ok,1986,,,,1986,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,68h3Um0UOY8FkMfcelv4Vb,New York-Rio-Tokyo,Trio Rio,playlist_import,,DEHA68600002,true,1986
Heaven,U96,1996,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1996,1996,1996,mb_ok,2007,,,,1996,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3gpFz8oAnbKQz83jf17yco,Heaven,U96,playlist_import,,DED579602560,true,1996
Kingston Town,UB40,1989,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1989,1989,1989,mb_ok,2000,,,,1989,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1YnVYHXoak0syv4xBRHQRb,Kingston Town,UB40,playlist_import,,GBAAA8900032,true,1989
Komet,"Udo Lindenberg, Apache 207",2023,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2023,2023,2023,mb_ok,2023,,,,2023,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,7oQepKHmXDaPC3rgeLRvQu,Komet,"Udo Lindenberg, Apache 207",playlist_import,,DEA622202192,true,2023
Maria,US5,2005,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2005,2005,2005,mb_ok,2022,,,,2005,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5e4K5KMw5o13ZDLS6ONAEf,Maria,US5,playlist_import,,DEPI82102292,true,2005
"Boom, Boom, Boom, Boom!!",Vengaboys,1998,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1999,1999,1998,mb_ok,2022,,,,1998,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5N6M8yDiMV32T6Rkzh8EbW,"Boom, Boom, Boom, Boom!!",Vengaboys,playlist_import,,NLC529811150,true,1998
We're Going To Ibiza!,Vengaboys,1998,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1999,1999,1998,mb_ok,2022,,,,1998,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6trzHhvr6xqYJkNnbWwXz2,We're Going To Ibiza!,Vengaboys,playlist_import,,NLC529811170,true,1998
Fade To Grey,Visage,1980,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1980,1980,1980,mb_ok,1993,,,,1980,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3yobQNuKVJ62WDU7h725Fu,Fade To Grey,Visage,playlist_import,,USPR38080067,true,1980
Never Let Me Down,"VIZE, Tom Gregory",2020,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2020,2020,2020,mb_ok,2020,,,,2020,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0Je3J2ml1lrnTLXXIlxrvR,Never Let Me Down,"VIZE, Tom Gregory",playlist_import,,DEN062003458,true,2020
Club Tropicana,Wham!,1983,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1983,1983,1983,mb_ok,1983,,,,1983,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6tASfEUyB7lE2r6DLzURji,Club Tropicana,Wham!,playlist_import,,GBBBM8300007,true,1983
Senza Una Donna,Zucchero,1987,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1987,1987,1987,mb_ok,2018,,,,1987,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,3ShEGKdskF0ke7iW2u9gjD,Senza Una Donna,Zucchero,playlist_import,,IT9008701810,true,1987
