title,artist,existing_year,existing_year_source,existing_status,existing_notes,csv_year,estimated_year,mb_year,mb_year_source,deezer_year,discogs_year,discogs_rejected_year,discogs_rejected_reason,chosen_candidate,status,notes,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,final_year
Reggae Night,Jimmy Cliff,2002,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2002 (estimated_year) differs from MusicBrainz 1983,2002,2002,1983,mb_ok,1995,,,,1983,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2002 (csv_year) differs from MusicBrainz 1983,19,1OE5bn5HUmCqTLNpo13ya3,Reggae Night,Jimmy Cliff,playlist_import,,USSM19917309,true,
Swing The Mood,Jive Bunny and the Mastermixers,2009,csv_year,existing_year_conflict,artist_or_title_mismatch; existing_year 2009 (estimated_year) differs from MusicBrainz 1994,2009,2009,1994,mb_match_uncertain,2009,,,,,existing_year_conflict,artist_or_title_mismatch; existing_year 2009 (csv_year) differs from MusicBrainz 1994,15,3Aimpqxpvmz7jhJlNnEd5c,Swing The Mood,Jive Bunny and the Mastermixers,playlist_import,,GBCMJ9905669,true,
Music,John Miles,1998,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1998 (estimated_year) differs from MusicBrainz 1976,1998,1998,1976,mb_ok,2012,,,,1976,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1998 (csv_year) differs from MusicBrainz 1976,22,2oXchyEBxQBe8vH6iFgbv0,Music,John Miles,playlist_import,,GBF077620010,true,
Am Tag als Conny Kramer starb,Juliane Werding,1996,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1996 (estimated_year) differs from MusicBrainz 1972,1996,1996,1972,mb_ok,1996,,,,1972,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1996 (csv_year) differs from MusicBrainz 1972,24,7kTHUVnGMMOHW1CLdgvzui,Am Tag als Conny Kramer starb,Juliane Werding,playlist_import,,DEC737100002,true,
Wunder gibt es immer wieder,Katja Ebstein,1994,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1994 (estimated_year) differs from MusicBrainz 1970,1994,1994,1970,mb_ok,1994,,,,1970,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1994 (csv_year) differs from MusicBrainz 1970,24,68pun2nSn33MONTnLYKgpm,Wunder gibt es immer wieder,Katja Ebstein,playlist_import,,DEA817000006,true,
California Gurls,"Katy Perry, Snoop Dogg",2012,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2012 (estimated_year) differs from MusicBrainz 2010,2012,2012,2010,mb_ok,2012,,,,2010,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2012 (csv_year) differs from MusicBrainz 2010,2,6tS3XVuOyu10897O3ae7bi,California Gurls,"Katy Perry, Snoop Dogg",playlist_import,,USCA21001135,true,
Footloose,Kenny Loggins,1997,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1997 (estimated_year) differs from MusicBrainz 1984,1997,1997,1984,mb_ok,1984,,,,1984,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1997 (csv_year) differs from MusicBrainz 1984,13,6W2VbtvMrDXm5vYeB7amkO,Footloose,Kenny Loggins,playlist_import,,USSM18400107,true,
Be My Lover,La Bouche,2003,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2003 (estimated_year) differs from MusicBrainz 1994,2003,2003,1994,mb_ok,2009,,,,1994,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2003 (csv_year) differs from MusicBrainz 1994,9,3vSn1frPgFcRXrjWOfhMLl,Be My Lover,La Bouche,playlist_import,,DED160200012,true,
Sunshine Reggae,Laid Back,2008,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2008 (estimated_year) differs from MusicBrainz 1982,2008,2008,1982,mb_ok,2008,,,,1982,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2008 (csv_year) differs from MusicBrainz 1982,26,0z0JSkE5Nw3i3nin3BBSuG,Sunshine Reggae,Laid Back,playlist_import,,DKABA0002801,true,
Mama Loo,Les Humphries Singers,1982,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1982 (estimated_year) differs from MusicBrainz 1973,1982,1982,1973,mb_ok,2009,,,,1973,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1982 (csv_year) differs from MusicBrainz 1973,9,3Y37ytfQDMp2KTA1SG9bpl,Mama Loo,Les Humphries Singers,playlist_import,,DEA619351680,true,
All Night Long (All Night) - Single Version,Lionel Richie,1992,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1992 (estimated_year) differs from MusicBrainz 1983,1992,1992,1983,mb_ok,2007,,,,1983,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1992 (csv_year) differs from MusicBrainz 1983,9,4czNORk5MjW5WOn98bki32,All Night Long (All Night) - Single Version,Lionel Richie,playlist_import,,USMO18390005,true,
Funkytown,Lipps Inc.,2018,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2018 (estimated_year) differs from MusicBrainz 1979,2018,2018,1979,mb_ok,2021,,,,1979,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2018 (csv_year) differs from MusicBrainz 1979,39,37yIrMPeJYRm7zJ8rr3Uvv,Funkytown,Lipps Inc.,playlist_import,,USPR37902457,true,
Bailando,Loona,2020,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2020 (estimated_year) differs from MusicBrainz 1995,2020,2020,1995,mb_ok,2020,,,,1995,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2020 (csv_year) differs from MusicBrainz 1995,25,0oxOXYVVZ7vDknU6kagLwO,Bailando,Loona,playlist_import,,NLJ2Y2000008,true,
Macarena,Los Del Rio,2002,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2002 (estimated_year) differs from MusicBrainz 1993,2002,2002,1993,mb_ok,2002,,,,1993,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2002 (csv_year) differs from MusicBrainz 1993,9,6mhw2fEPH4fMF0wolNm96e,Macarena,Los Del Rio,playlist_import,,ES5109500538,true,
Despacito,"Luis Fonsi, Daddy Yankee",2019,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2019 (estimated_year) differs from MusicBrainz 2017,2019,2019,2017,mb_ok,2019,,,,2017,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2019 (csv_year) differs from MusicBrainz 2017,2,6habFhsOp2NvshLv26DqMb,Despacito,"Luis Fonsi, Daddy Yankee",playlist_import,,USUM71607007,true,
Holiday Rap - Version 1986,MC Miker & DJ Sven,2012,csv_year,existing_year_conflict,deezer:no_year; discogs:no_result; existing_year 2012 (estimated_year) differs from MusicBrainz 1986,2012,2012,1986,mb_ok,,,,,1986,existing_year_conflict,deezer:no_year; discogs:no_result; existing_year 2012 (csv_year) differs from MusicBrainz 1986,26,2wCgOxYof67qXam24a3pHz,Holiday Rap - Version 1986,MC Miker & DJ Sven,playlist_import,,NLE320400069,true,
The Safety Dance,Men Without Hats,2013,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2013 (estimated_year) differs from MusicBrainz 1982,2013,2013,1982,mb_ok,2010,,,,1982,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2013 (csv_year) differs from MusicBrainz 1982,31,5O4NFbDqJ8SOfbjnIhdPDt,The Safety Dance,Men Without Hats,playlist_import,,GBBLG0200043,true,
Moonlight Shadow,Mike Oldfield,2009,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2009 (estimated_year) differs from MusicBrainz 1983,2009,2009,1983,mb_ok,2013,,,,1983,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2009 (csv_year) differs from MusicBrainz 1983,26,4WpmwEdc4RBos8W8icSSxW,Moonlight Shadow,Mike Oldfield,playlist_import,,GBAAA8300001,true,
Girl You Know It's True,Milli Vanilli,2013,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2013 (estimated_year) differs from MusicBrainz 1988,2013,2013,1988,mb_ok,2013,,,,1988,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2013 (csv_year) differs from MusicBrainz 1988,25,0C7dYeCLF6ukChtW64UNge,Girl You Know It's True,Milli Vanilli,playlist_import,,DEC738800004,true,
Akropolis Adieu,Mireille Mathieu,1976,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1976 (estimated_year) differs from MusicBrainz 1971,1976,1976,1971,mb_ok,2006,,,,1971,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1976 (csv_year) differs from MusicBrainz 1971,5,5mmuzYKRWwpgsUNxhMg2ZW,Akropolis Adieu,Mireille Mathieu,playlist_import,,DEC717100002,true,
Summer Wine,"Nancy Sinatra, Lee Hazlewood",1968,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1968 (estimated_year) differs from MusicBrainz 1986,1968,1968,1986,mb_ok,2022,,,,1986,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1968 (csv_year) differs from MusicBrainz 1986,18,2JKRZGp4LwT9GGbcXtx2sw,Summer Wine,"Nancy Sinatra, Lee Hazlewood",playlist_import,,USASE0510168,true,
Heart Of Gold,Neil Young,2010,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2010 (estimated_year) differs from MusicBrainz 1972,2010,2010,1972,mb_ok,1972,,,,1972,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2010 (csv_year) differs from MusicBrainz 1972,38,5vd1QZ0tdXOExiegC55IAS,Heart Of Gold,Neil Young,playlist_import,,USRE19900182,true,
Flying Through the Air,Oliver Onions,1994,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1994 (estimated_year) differs from MusicBrainz 1973,1994,1994,1973,mb_ok,1994,,,,1973,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1994 (csv_year) differs from MusicBrainz 1973,21,1PEZiGU255hLkwyn5CwHqj,Flying Through the Air,Oliver Onions,playlist_import,,DEH840501531,true,
Santamaria,Oliver Onions,2008,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2008 (estimated_year) differs from MusicBrainz 1980,2008,2008,1980,mb_ok,2008,,,,1980,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2008 (csv_year) differs from MusicBrainz 1980,28,3GYdFB1UtGEqKGlf6R80Nx,Santamaria,Oliver Onions,playlist_import,,DEA370801193,true,
Live Is Life (Digitally Remastered) - Single Version,Opus,2011,csv_year,existing_year_conflict,live_or_variant_only; existing_year 2011 (estimated_year) differs from MusicBrainz 1984,2011,2011,1984,mb_match_uncertain,2025,,,,,existing_year_conflict,live_or_variant_only; existing_year 2011 (csv_year) differs from MusicBrainz 1984,27,5luOvrlnzfvJQdQjrScVj4,Live Is Life (Digitally Remastered) - Single Version,Opus,playlist_import,,ATX141100001,true,
Zwei Mädchen aus Germany,Paul Anka,2016,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2016 (estimated_year) differs from MusicBrainz 1964,2016,2016,1964,mb_ok,2001,,,,1964,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2016 (csv_year) differs from MusicBrainz 1964,52,4ImlIOgbZtZbhY9AUSHpGm,Zwei Mädchen aus Germany,Paul Anka,playlist_import,,DEAR41617538,true,
Mysterious Girl - Radio Edit,Peter Andre,1997,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1997 (estimated_year) differs from MusicBrainz 1995,1997,1997,1995,mb_ok,1997,,,,1995,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1997 (csv_year) differs from MusicBrainz 1995,2,3CiM7fBGbaP6jiyuH2Ot4j,Mysterious Girl - Radio Edit,Peter Andre,playlist_import,,GBAHS0400990,true,
I Know You Want Me (Calle Ocho),Pitbull,2009,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2009 (estimated_year) differs from MusicBrainz 2007,2009,2009,2007,mb_ok,2009,,,,2007,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2009 (csv_year) differs from MusicBrainz 2007,2,5RzFJd6W40SDTyZkX6xx45,I Know You Want Me (Calle Ocho),Pitbull,playlist_import,,USJAY0900144,true,
"The Cup of Life (La Copa De La Vida) [The Official Song of the World Cup, France '98][English]",Ricky Martin,2015,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2015 (estimated_year) differs from MusicBrainz 1998,2015,2015,1998,mb_ok,2015,,,,1998,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2015 (csv_year) differs from MusicBrainz 1998,17,7aUCLXZ4D4UD5sCgIgxqjl,"The Cup of Life (La Copa De La Vida) [The Official Song of the World Cup, France '98][English]",Ricky Martin,playlist_import,,NLB639810008,true,
Vamos a la Playa - 1983,Righeira,2012,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2012 (estimated_year) differs from MusicBrainz 1983,2012,2012,1983,mb_ok,2017,,,,1983,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2012 (csv_year) differs from MusicBrainz 1983,29,3iB7lzsBC7PdJLU9k2nttT,Vamos a la Playa - 1983,Righeira,playlist_import,,IT0728300001,true,
Sailing,Rod Stewart,1975,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1975 (estimated_year) differs from MusicBrainz 2008,1975,1975,2008,mb_ok,2008,,,,2008,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1975 (csv_year) differs from MusicBrainz 2008,33,6OuRbvP4PgbuzBIapVzmFJ,Sailing,Rod Stewart,playlist_import,,USWB10807925,true,
Wann wird's mal wieder richtig Sommer,Rudi Carrell,2007,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2007 (estimated_year) differs from MusicBrainz 1975,2007,2007,1975,mb_ok,2014,,,,1975,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2007 (csv_year) differs from MusicBrainz 1975,32,1JViGsU8CVY7j0o4coomDA,Wann wird's mal wieder richtig Sommer,Rudi Carrell,playlist_import,,DEF457500504,true,
Played-A-Live (The Bongo Song) - Radio Edit,Safri Duo,2005,csv_year,existing_year_conflict,live_or_variant_only; existing_year 2005 (estimated_year) differs from MusicBrainz 2000,2005,2005,2000,mb_match_uncertain,2021,,,,,existing_year_conflict,live_or_variant_only; existing_year 2005 (csv_year) differs from MusicBrainz 2000,5,2MDdh4rbNNBiy8l6XgI6E9,Played-A-Live (The Bongo Song) - Radio Edit,Safri Duo,playlist_import,,DKBKA0001601,true,
It Feels So Good,Sonique,2000,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2000 (estimated_year) differs from MusicBrainz 1998,2000,2000,1998,mb_ok,1998,,,,1998,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2000 (csv_year) differs from MusicBrainz 1998,2,4Y8q64VnhD0vFYy9g2WFpi,It Feels So Good,Sonique,playlist_import,,USUR10300602,true,
The Girl From Ipanema - Single Version,"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim",1964,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1964 (estimated_year) differs from MusicBrainz 1986,1964,1964,1986,mb_ok,2018,,,,1986,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1964 (csv_year) differs from MusicBrainz 1986,22,4qGfJb2KByjvzrwo8HNibg,The Girl From Ipanema - Single Version,"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim",playlist_import,,USUMG0000425,true,
Barbara Ann,The Beach Boys,1975,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1975 (estimated_year) differs from MusicBrainz 1965,1975,1975,1965,mb_ok,2003,,,,1965,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1975 (csv_year) differs from MusicBrainz 1965,10,2KOt2JrCB720UxIbyzweQo,Barbara Ann,The Beach Boys,playlist_import,,USCA28600057,true,
"I'll Be There for You (Theme from ""Friends')",The Rembrandts,1995,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1995 (estimated_year) differs from MusicBrainz 1997,1995,1995,1997,mb_ok,2006,,,,1997,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1995 (csv_year) differs from MusicBrainz 1997,2,1lfjTOtTRUDkzcmahA4lcs,"I'll Be There for You (Theme from ""Friends')",The Rembrandts,playlist_import,,USEE10900777,true,
Sugar Baby Love,The Rubettes,1990,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1990 (estimated_year) differs from MusicBrainz 1974,1990,1990,1974,mb_ok,1990,,,,1974,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1990 (csv_year) differs from MusicBrainz 1974,16,294ii3rwz6bTJ2XMn5BDu0,Sugar Baby Love,The Rubettes,playlist_import,,GBAKW7400099,true,
Summer Jam 2003 - DJ F.R.A.N.K's Summermix Short,The Underdog Project,2000,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2000 (estimated_year) differs from MusicBrainz 2003,2000,2000,2003,mb_ok,2003,,,,2003,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2000 (csv_year) differs from MusicBrainz 2003,3,78Mqt7lWuaxVhN0ZptsuCY,Summer Jam 2003 - DJ F.R.A.N.K's Summermix Short,The Underdog Project,playlist_import,,DEN060401576,true,
Don't Leave Me This Way,Thelma Houston,1998,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1998 (estimated_year) differs from MusicBrainz 1976,1998,1998,1976,mb_ok,2000,,,,1976,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 1998 (csv_year) differs from MusicBrainz 1976,22,4Af8yzidDPc520TFd4TmkE,Don't Leave Me This Way,Thelma Houston,playlist_import,,USMO17600547,true,
Perdona,Tiziano Ferro,2016,csv_year,existing_year_conflict,deezer:no_year; existing_year 2016 (estimated_year) differs from MusicBrainz 2001,2016,2016,2001,mb_ok,,2002,,,2001,existing_year_conflict,deezer:no_year; existing_year 2016 (csv_year) differs from MusicBrainz 2001,15,4T3o83F13gwUaF0xCtAfNl,Perdona,Tiziano Ferro,playlist_import,,ITB920200002,true,
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",2018,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2018 (estimated_year) differs from MusicBrainz 2004,2018,2018,2004,mb_ok,2004,,,,2004,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2018 (csv_year) differs from MusicBrainz 2004,14,0utLWSIbolqT7KyppMuxKY,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",playlist_import,,USAR10301423,true,
Lush Life,Zara Larsson,2017,csv_year,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2017 (estimated_year) differs from MusicBrainz 2015,2017,2017,2015,mb_ok,2017,,,,2015,existing_year_conflict,discogs skipped (deezer confirmed); existing_year 2017 (csv_year) differs from MusicBrainz 2015,2,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,playlist_import,,SEWEE1500509,true,
Nossa Nossa (Ai Se Eu Te Pego) - Single Version,Ai Se Eu Te Pego Nossa Nossa,2012,csv_year,mb_no_match,mb_no_match,2012,2012,,mb_no_match,2015,,,,2012,manual_kept_existing,mb_no_match; manual: kept existing year 2012,,0ZX1AU9VjSVkzb8vro8PMU,Nossa Nossa (Ai Se Eu Te Pego) - Single Version,Ai Se Eu Te Pego Nossa Nossa,playlist_import,,DEY691200102,true,2012
Black Velvet,Alannah Myles,1989,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1989,1989,1989,mb_ok,2007,,,,1989,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,playlist_import,,USAT20103053,true,1989
The Free Electric Band,Albert Hammond,1973,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1973,1973,1973,mb_ok,1973,,,,1973,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2bbIswC2E2MMSSjcHFD17G,The Free Electric Band,Albert Hammond,playlist_import,,USSM17300806,true,1973
Take Me Tonight,Alexander Klaws,2003,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2003,2003,2003,mb_ok,2003,,,,2003,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2lWLGJ0C4vCi8EmNAvzzzm,Take Me Tonight,Alexander Klaws,playlist_import,,DEC730300065,true,2003
I Swear,All-4-One,1994,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1994,1994,1994,mb_ok,2008,,,,1994,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4WUnM4KNZ0kjp0CUeoyOnS,I Swear,All-4-One,playlist_import,,USAT29400058,true,1994
Sofia,Alvaro Soler,2016,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2016,2016,2016,mb_ok,2020,,,,2016,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5vj59ONIVbyhcrI8ZSwoRo,Sofia,Alvaro Soler,playlist_import,,DEUM71601055,true,2016
Solo Para Ti,"Alvaro Soler, Topic",2022,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2022,2022,2022,mb_ok,2022,,,,2022,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2uAgZ0PelSImQe3BME9CiT,Solo Para Ti,"Alvaro Soler, Topic",playlist_import,,DEUM72201943,true,2022
Arrivederci Claire,Andy Borg,2002,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2002,2002,2002,mb_ok,2015,,,,2002,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0iSRq1li0tV14LuvlfLXtN,Arrivederci Claire,Andy Borg,playlist_import,,DEA600200669,true,2002
People Everyday,Arrested Development,1992,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1992,1992,1992,mb_ok,2003,,,,1992,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6JvodgYcsthsORxPsEYUoe,People Everyday,Arrested Development,playlist_import,,USCH39200007,true,1992
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],"Asaf Avidan, The Mojos, Wankelmut",2012,final_year,mb_anchor_ok,deezer:no_year; discogs:no_result,2012,2012,2012,mb_ok,,,,,2012,existing_year_confirmed,deezer:no_year; discogs:no_result; existing_year confirmed within +/-1 year (final_year),0,5bGG1abhVIUm6EAa36ipRX,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],"Asaf Avidan, The Mojos, Wankelmut",playlist_import,,DEQ321200132,true,2012
So Am I,Ava Max,2019,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2020,2020,2019,mb_ok,2019,,,,2019,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2Xnv3GntqbBH1juvUYSpHG,So Am I,Ava Max,playlist_import,,USAT21900569,true,2019
Obsesion,"Aventura, Judy Santos",2002,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2002,2002,2002,mb_ok,2002,,,,2002,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,65H6t1WQBim6q93yM8fEwn,Obsesion,"Aventura, Judy Santos",playlist_import,,US83W0500074,true,2002
Wake Me Up,Avicii,2013,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2013,2013,2013,mb_ok,2013,,,,2013,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,Avicii,playlist_import,,SEUM71301326,true,2013
I.O.I.O. - Radio Edit,B 3,2002,csv_year,mb_no_match,mb_no_match,2002,2002,,mb_no_match,2002,,,,2002,manual_kept_existing,mb_no_match; manual: kept existing year 2002,,3b2lYcUl4Scnm4CnltLMvY,I.O.I.O. - Radio Edit,B 3,playlist_import,,DEPI82100993,true,2002
Tarzan Boy,Baltimora,1984,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1985,1985,1984,mb_ok,2005,,,,1984,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,273uCXd7NPrInaiNqtkOrA,Tarzan Boy,Baltimora,playlist_import,,ITD008500001,true,1984
Venus,Bananarama,1986,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1986,1986,1986,mb_ok,1986,,,,1986,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4XX1pFUkQOZTYp6Hb6a6Ae,Venus,Bananarama,playlist_import,,GBAAP9600095,true,1986
Dubi Dam Dam - Radio Edit,Banaroo,2005,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2005,2005,2005,mb_ok,2005,,,,2005,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6FRw4Ed7mA8b1bVbWVL3yI,Dubi Dam Dam - Radio Edit,Banaroo,playlist_import,,DEBA20500001,true,2005
Bella Isola - Radio,Bata Illic,2003,csv_year,mb_no_match,mb_no_match,2003,2003,,mb_no_match,2003,,,,2003,manual_kept_existing,mb_no_match; manual: kept existing year 2003,,0tRdzXtsvcdVcUCvLYa6Ow,Bella Isola - Radio,Bata Illic,playlist_import,,DEQ090300067,true,2003
Was du Liebe nennst,Bausa,2017,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2017,2017,2017,mb_ok,2017,,,,2017,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4hKWUzhQWsOkgT6LnDEASe,Was du Liebe nennst,Bausa,playlist_import,,DEA621702378,true,2017
Samba de Janeiro - Radio Edit,Bellini,1996,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1997,1997,1996,mb_ok,2022,,,,1996,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4YopUHLBgDj3l17HYm2OoX,Samba de Janeiro - Radio Edit,Bellini,playlist_import,,DEG129700451,true,1996
Unsere Lieder,Ben Zucker,2022,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2022,2022,2022,mb_ok,2022,,,,2022,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,2GGJzyfq6mNovzf5vqv9MQ,Unsere Lieder,Ben Zucker,playlist_import,,DEUM72202455,true,2022
Blondes Wunder,Bernhard Brink,2001,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2001,2001,2001,mb_ok,2015,,,,2001,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,6Nrs5TM730JUEp44XKOWqu,Blondes Wunder,Bernhard Brink,playlist_import,,DEA600100316,true,2001
I Gotta Feeling,Black Eyed Peas,2009,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),2009,2009,2009,mb_ok,2009,,,,2009,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,playlist_import,,USUM70965169,true,2009
Could You Be Loved,Bob Marley & The Wailers,1980,final_year,mb_anchor_ok,discogs skipped (deezer confirmed),1980,1980,1980,mb_ok,2001,,,,1980,existing_year_confirmed,discogs skipped (deezer confirmed); existing_year confirmed within +/-1 year (final_year),0,5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,Bob Marley & The Wailers,playlist_import,,USIR28000016,true,1980
