title,artist,estimated_year,spotify_track_id,isrc
Dance Monkey,Tones And I,2019,5ZULALImTm80tzUbYQYM9d,QZES71982312
It's In The Kiss (The Shoop Shoop Song),Betty Everett,2010,35hfuechuOqaW31ogdauO7,USA371129279
I Got You (I Feel Good),James Brown & The Famous Flames,1966,5haXbSJqjjM0TCJ5XkfEaC,USF066625050
Lonely,Akon,2005,4v7DCN09hgXkKazefkznDQ,USUR10400235
Super Freak,Rick James,1981,2dCmGcEOQrMQhMMS8Vj7Ca,USMO18100048
Tränen lügen nicht,Michael Holm,2000,1BIkUo6Mkytmh6leTiwSP2,DEA817400024
When a Man Loves a Woman - Mono,Percy Sledge,1966,2mTiKaGdMPA4wfOGGUroE5,USAT21403476
Blue Bayou,Linda Ronstadt,1977,3zxklD2EGecZre9MjEEvIU,USEA20100040
Jolene,Dolly Parton,1974,2SpEHTbUuebeLkgs9QB7Ue,USRN19600096
Like a Prayer,MadHouse,2002,0PLGnOgmf8RPgZNkaaSYyM,FRO060200100
That's Amore,Dean Martin,2009,6GYqOflskcZxPj8rkTZkOy,USCA20100849
Piano Man,Billy Joel,1973,78WVLOP9pN0G3gRLFy1rAa,USSM17300504
Er hat ein knallrotes Gummiboot,Wencke Myhre,1999,1ewNSEjaSpjLQTgfk1JaZG,DEF067007130
Space Oddity - 1999 Remaster,David Bowie,2002,74mVYAylZcHEY4WVFoFplV,USJT19900001
Anyone,Justin Bieber,2021,2WnAKZefdRHxtBEkRjFOHC,USUM72023175
Scars To Your Beautiful,Alessia Cara,2016,42ydLwx4i5V49RXHOozJZq,USUM71506811
Get Back - Remastered 2009,The Beatles,1970,4MLBqAEzNN89o2M9h92Z26,GBAYE0601719
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),"Shakira, Freshlyground",2010,2Cd9iWfcOpGDHLz6tVA3G4,USSM11001353
Let's Stick Together,Bryan Ferry,1976,6y4FVJwf09ssxuRnlEgXkp,GBAAA9900254
Put Your Records On,Corinne Bailey Rae,2006,2nGFzvICaeEWjIrBrL2RAx,GBAYE0501671
Ice Ice Baby,Vanilla Ice,1990,11d9oUiwHuYt216EFA2tiz,USSB29000129
When I Need You,Leo Sayer,1976,2YwiE0KVhqwIiT4OfT0SFk,GBBLG7600258
bad guy,Billie Eilish,2019,2Fxmhks0bxGSBdJ92vM42m,USUM71900764
Feel It Still,Portugal. The Man,2017,6QgjcU0zLnzq5OrUoSZ3OK,USAT21700437
Shallow - Radio Edit,"Lady Gaga, Bradley Cooper",2018,6QfS2wq5sSC1xAJCQsTSlj,USUM71815945
Vom selben Stern - Radio Edit,"Ich + Ich, Adel Tawil",2008,4kCYJigsNQJqs6kpMSlsmL,DEUM70701432
"Hey, Soul Sister",Train,2010,4HlFJV71xXKIGcU3kRyttv,USSM10904113
Can't Help Falling in Love,Elvis Presley,1961,44AyOl4qVkzS48vBsbNXaC,USRC16101350
Call on Me - Radio Mix,Eric Prydz,2004,1xNcBAoUw8Hz6LqK2jt4Ff,GBCEN0400130
I Heard It Through The Grapevine,Marvin Gaye,1968,1tqT6DhmsrtQgyCKUwotiw,USMO19582697
Ein Bett Im Kornfeld,Jürgen Drews,2008,7DfHmCnSLftVHPvtFPFsmA,DELC80800028
Dancing in the Moonlight,Toploader,2000,3Fzlg5r1IjhLk2qRw667od,GBBBL9902165
Escape (The Pina Colada Song),Rupert Holmes,1979,5IMtdHjJ1OtkxbGe4zfUxQ,USMC17948997
Thunder,Imagine Dragons,2017,1zB4vmk8tFRmM9UULNzbLB,USUM71704167
"Oh, Pretty Woman",Roy Orbison,1962,48i055G1OT5KxGGftwFxWy,USSM16401425
Lollipop,The Chordettes,2011,6M7WQZ4tAG72j2xXxi2a1z,GBGQH0907437
No Woman No Cry,Bob Marley & The Wailers,1974,3PQLYVskjUeRmRIfECsL0X,GBAAN7490002
Respect,Aretha Franklin,1967,7s25THrKz86DM225dOYwnr,USAT20801240
You Can Get It If You Really Want,Jimmy Cliff,1972,1Pao4DTLMB4gJPTnqmLgSQ,GBAPA7000005
Wooly Bully,Sam The Sham & The Pharaohs,2011,0SRkuudTEWe2HOloI1Nssq,USF096525040
Fireflies,Owl City,2009,3DamFFqW32WihKkTVlwTYQ,USUM70972068
