title,artist,csv_year,mb_year,mb_year_source,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,final_year
Glow,Madcon,2010,2010,musicbrainz,0,4icNLSquKZp6e0iEkBn9RP,Glow,Madcon,playlist_import,,NOBLV1005010,true,2010
All Summer Long,Kid Rock,2007,2007,musicbrainz,0,5rX6C5QVvvZB7XckETNych,All Summer Long,Kid Rock,playlist_import,,USAT20704333,true,2007
Ferrari,"James Hype, Miggy Dela Rosa",2022,2022,musicbrainz,0,4zN21mbAuaD0WqtmaTZZeP,Ferrari,"James Hype, Miggy Dela Rosa",playlist_import,,GB3CE2200004,true,2022
I Swear,All-4-One,1994,1994,musicbrainz,0,4WUnM4KNZ0kjp0CUeoyOnS,I Swear,All-4-One,playlist_import,,USAT29400058,true,1994
Komet,"Udo Lindenberg, Apache 207",2023,2023,musicbrainz,0,7oQepKHmXDaPC3rgeLRvQu,Komet,"Udo Lindenberg, Apache 207",playlist_import,,DEA622202192,true,2023
Dicht im Flieger,Julian Sommer,2022,2022,musicbrainz,0,6sS77FZh2eJfYBsFUW6hjI,Dicht im Flieger,Julian Sommer,playlist_import,,DEUM72201033,true,2022
Frühstück in Paris,"Capital Bra, CRO",2020,2020,musicbrainz,0,6qAxQhNfM909QrDGLYEocf,Frühstück in Paris,"Capital Bra, CRO",playlist_import,,DECE72000990,true,2020
Satellite,Lena,2010,2010,musicbrainz,0,2UjNsh4ipNrmog6wdS2JVv,Satellite,Lena,playlist_import,,DEUM71001210,true,2010
You Really Got Me,The Kinks,1964,1964,musicbrainz,0,29SyMC0plk6qw8NMF7lfRL,You Really Got Me,The Kinks,playlist_import,,GBAJE6400005,true,1964
Smooth (feat. Rob Thomas),"Santana, Rob Thomas",1999,1999,musicbrainz,0,0n2SEXB2qoRQg171q7XqeW,Smooth (feat. Rob Thomas),"Santana, Rob Thomas",playlist_import,,USAR19900033,true,1999
Don't Cha,"The Pussycat Dolls, Busta Rhymes",2005,2005,musicbrainz,0,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,"The Pussycat Dolls, Busta Rhymes",playlist_import,,USUM70503191,true,2005
You Can Get It - Single Version,"Mark Medlock, Dieter Bohlen",2007,2007,musicbrainz,0,264b3qoi07fjK6KxLuQ1NP,You Can Get It - Single Version,"Mark Medlock, Dieter Bohlen",playlist_import,,DEE860700443,true,2007
Let's Talk About Sex,Salt-N-Pepa,1990,1990,musicbrainz,0,6hTBP6QLwJdxbKyLlLXrGo,Let's Talk About Sex,Salt-N-Pepa,playlist_import,,USIR20180412,true,1990
Waka Waka (This Time for Africa) - K-Mix,Shakira,2010,2010,musicbrainz,0,63Tl9k1sH8tznn3bqoMuyF,Waka Waka (This Time for Africa) - K-Mix,Shakira,playlist_import,,USSD11000358,true,2010
Hot Summer - Radio Edit,Monrose,2007,2007,musicbrainz,0,2vxYcyUrfuyqjF8psauo6k,Hot Summer - Radio Edit,Monrose,playlist_import,,DEA620700243,true,2007
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",2021,2021,musicbrainz,0,4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",playlist_import,,GBCEN2000163,true,2021
The Free Electric Band,Albert Hammond,1973,1973,musicbrainz,0,2bbIswC2E2MMSSjcHFD17G,The Free Electric Band,Albert Hammond,playlist_import,,USSM17300806,true,1973
Im Nin'alu,Ofra Haza,1984,1984,musicbrainz,0,5PomJFkGwOHkrk0Rfs2DnH,Im Nin'alu,Ofra Haza,playlist_import,,IL1001900030,true,1984
D.I.S.C.O. - Single Version,Ottawan,1980,1980,musicbrainz,0,7KkdYJqxvq4ZFq9gvFy06v,D.I.S.C.O. - Single Version,Ottawan,playlist_import,,FR58F7900100,true,1980
Stars On 45 - Original Single Edit,Stars On 45,1981,1981,musicbrainz,0,59BkBWQitTPgS1inzGfyI5,Stars On 45 - Original Single Edit,Stars On 45,playlist_import,,NLC288100003,true,1981
Chequered Love,Kim Wilde,1981,1981,musicbrainz,0,32CzlQoaKgZxT3WA4qHSgs,Chequered Love,Kim Wilde,playlist_import,,GBAYE8100010,true,1981
Arrivederci Claire,Andy Borg,2002,2002,musicbrainz,0,0iSRq1li0tV14LuvlfLXtN,Arrivederci Claire,Andy Borg,playlist_import,,DEA600200669,true,2002
Flowers,Miley Cyrus,2023,2023,musicbrainz,0,4DHcnVTT87F0zZhRPYmZ3B,Flowers,Miley Cyrus,playlist_import,,USSM12209777,true,2023
Iko Iko (My Bestie) (feat. Small Jam),"Justin Wellington, Pedro Capó, Small Jam",2021,2021,musicbrainz,0,3pnxj3KnSjqO1Qkl2qLHIz,Iko Iko (My Bestie) (feat. Small Jam),"Justin Wellington, Pedro Capó, Small Jam",playlist_import,,GBARL2100825,true,2021
You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John",1978,1978,musicbrainz,0,0B9x2BRHqj3Qer7biM3pU3,You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John",playlist_import,,NLF057890004,true,1978
Want to Want Me,Jason Derulo,2015,2015,musicbrainz,0,7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,playlist_import,,USWB11503046,true,2015
Self Control,Laura Branigan,1984,1984,musicbrainz,0,6JNJERZGJwDVgkmbohBw7u,Self Control,Laura Branigan,playlist_import,,USAT20903047,true,1984
Carnaval de Paris - Radio Mix,Dario G,1998,1998,musicbrainz,0,59mdyQniSaNFeXaKMGu9RB,Carnaval de Paris - Radio Mix,Dario G,playlist_import,,GBAHT9802811,true,1998
Unsere Lieder,Ben Zucker,2022,2022,musicbrainz,0,2GGJzyfq6mNovzf5vqv9MQ,Unsere Lieder,Ben Zucker,playlist_import,,DEUM72202455,true,2022
In Your Eyes (feat. Alida),"Robin Schulz, Alida",2020,2020,musicbrainz,0,61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),"Robin Schulz, Alida",playlist_import,,DEA621901341,true,2020
Never Let Me Down,"VIZE, Tom Gregory",2020,2020,musicbrainz,0,0Je3J2ml1lrnTLXXIlxrvR,Never Let Me Down,"VIZE, Tom Gregory",playlist_import,,DEN062003458,true,2020
Millionen Lichter,Christina Stürmer,2013,2013,musicbrainz,0,66og7eLYQaDJwjWbFB0IiJ,Millionen Lichter,Christina Stürmer,playlist_import,,DEUM71300342,true,2013
When The Beat Drops Out,Marlon Roudette,2014,2014,musicbrainz,0,5aJhuze13LOoLthmiG8YIA,When The Beat Drops Out,Marlon Roudette,playlist_import,,GB27E1400001,true,2014
Danza Kuduro,"Don Omar, Lucenzo",2010,2010,musicbrainz,0,6DXLO8LndZMVOHM0wNbpzg,Danza Kuduro,"Don Omar, Lucenzo",playlist_import,,USUM71020778,true,2010
Club Tropicana,Wham!,1983,1983,musicbrainz,0,6tASfEUyB7lE2r6DLzURji,Club Tropicana,Wham!,playlist_import,,GBBBM8300007,true,1983
Maneater,Nelly Furtado,2006,2006,musicbrainz,0,4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,playlist_import,,USUM70601449,true,2006
La Isla Bonita,Madonna,1986,1986,musicbrainz,0,6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,Madonna,playlist_import,,USWB19903355,true,1986
Übermorgen,Mark Forster,2020,2020,musicbrainz,0,1NP7bzm8UksJUWXsuFoOwE,Übermorgen,Mark Forster,playlist_import,,DEQ322000065,true,2020
Get Down,Gilbert O'Sullivan,1973,1973,musicbrainz,0,1kX0JVbq1lG9VZNiLF3Bwz,Get Down,Gilbert O'Sullivan,playlist_import,,GBEQJ0400004,true,1973
Lovers on the Sun (feat. Sam Martin) - Extended,"David Guetta, Sam Martin",2014,2014,musicbrainz,0,5UUr2ji5Lacg72thqzLyth,Lovers on the Sun (feat. Sam Martin) - Extended,"David Guetta, Sam Martin",playlist_import,,GB28K1400017,true,2014
