title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
Zucker (feat. Vanessa Mason),"Peter Fox, Vanessa Mason",2008,786hpxha0GrX3fz0aCrfUD,DEA620800632,Stadtaffe,album,2008-09-26,192466,Peter Fox,12,1
Ding,Seeed,2005,4i4RFXGR8LjhBjgmIsczzo,DEA610500339,Next!,album,2005-10-18,206160,Seeed,11,1
Augenbling,Seeed,2013,3sb9neCSMkkY979MFdWQjo,DEA611200344,SEEED,album,2013-01-04,216727,Seeed,4,1
Aufstehn! - feat. CeeLo Green,"Seeed, CeeLo Green",2005,1a2OetShjC5XxrNN7uUTvP,DEA610500226,Next!,album,2005-10-18,230960,Seeed,3,1
St. Pauli,Jan Delay,2014,2e0WOJduEqsABUDLKkz0Dd,DEUM71401093,Hammer & Michel,album,2014,267880,Jan Delay,10,1
Millionär,"187 Strassenbande, Bonez MC, Gzuz",2017,6mw02h3qbWmuq2bJCRjRAe,DETX91500631,Sampler 4,album,2017-07-18,159211,187 Strassenbande,3,1
Mit den Jungz,"187 Strassenbande, Gzuz, Bonez MC, LX",2017,3aDYo34VzVf2i8aJyJk0ca,DETX91500630,Sampler 4,album,2017-07-18,233220,187 Strassenbande,2,1
Lächeln,"187 Strassenbande, Bonez MC",2017,35GSwxl4LYtOATVIXqmAPA,DETX91500644,Sampler 4,album,2017-07-18,198820,187 Strassenbande,16,1
Extasy,"187 Strassenbande, Bonez MC, Frauenarzt",2021,79lc69ZXfL4WmJIzVSDmWT,DECE72102343,Sampler 5,album,2021-05-13,174021,187 Strassenbande,11,1
Lass die Affen aus'm Zoo,"Haftbefehl, Bazzazian",2014,6QNgcN2uHhXJG4RWDPyQQF,DEUM71403690,Russisch Roulette (Deluxe),album,2014-11-28,207680,Haftbefehl,3,1
Tilidin,"Capital Bra, Samra",2019,0Dlcu2fgHklOnajVu2dUNU,DECE71900312,Berlin lebt 2,album,2019-10-03,172035,"Capital Bra, Samra",2,1
110,"Capital Bra, Samra, LEA",2019,67ojvEGRPAUCOohuMPqoRC,DECE71900628,Berlin lebt 2,album,2019-10-03,194534,"Capital Bra, Samra",10,1
Benzema,Capital Bra,2019,0gyO8zq1Hw5GTQ33EXcc40,DEFZ71800081,CB6,album,2019-04-12,159152,Capital Bra,1,1
Candy Shop,"50 Cent, Olivia",2005,5D2mYZuzcgjpchVY1pmTPh,USIR10500072,The Massacre,album,2005-03-03,209106,50 Cent,7,1
Was du Liebe nennst,Bausa,2018,2hIY4sjfMeKwXXh2LvhrMo,DEA621702378,Powerbausa,album,2018-02-09,203630,Bausa,5,1
Mary,Bausa,2019,2Jij6ebp6ToNKOn5DWlGxV,DEA621900221,Fieber,album,2019-06-21,158282,Bausa,5,1
LiEBE AUF DER RÜCKBANK,"FiNCH, Tream",2023,2FiJGvN3fiXMwms9IftNV0,DEUM72307174,DORFDiSKO ZWEi,album,2023-06-01,188520,FiNCH,15,1
EiSMANN,FiNCH,2023,45UBCVEHa86rK511WeEk65,DEUM72206997,DORFDiSKO ZWEi,album,2023-06-01,132748,FiNCH,2,1
Whatever,CRO,2013,3jtWarFX9mNJpamfDTeP5J,DEW921300229,Raop +5,album,2013-07-05,191486,CRO,14,1
Ein Teil,CRO,2012,7A8hHtHU5SaQ5xaySOTmrd,DEW921100153,Raop,album,2012-07-06,175480,CRO,13,1
Ausländer,Mehnersmoos,2026,7mxMmxugrnOMNLzjvGLyD4,DEZC62669980,Ausländer,single,2026-04-17,154857,Mehnersmoos,1,1
We Made You,Eminem,2009,4UMTp91LHhvW33ol9ZQH0Q,USUM70965164,Relapse: Refill,album,2009-05-15,269613,Eminem,9,1
Bleib in der Schule,Trailerpark,2014,6Ijlokq6LqzJd5Gfu1RH0Z,DEQ121426918,Crackstreet Boys 3 (Bonus Tracks Version),album,2014-12-05,265494,Trailerpark,2,1
Party Up,DMX,1999,0LWkaEyQRkF0XAms8Bg1fC,USDJ29905352,...And Then There Was X,album,1999-12-21,268866,DMX,7,1
Rave On,Blumentopf,1999,0sOjRB8NxCt1D8iq1emO2D,DEE869900787,Großes Kino,album,1999-08-02,113533,Blumentopf,20,1
Letzte Liebe,Prinz Pi,2017,7bYaYu0BpcZJKS7ytWYeZU,DEQ121749711,Nichts war umsonst,album,2017-11-03,214506,Prinz Pi,12,1
Haus am See,Peter Fox,2008,7A4KdLy1DXOOC5fhIdDuHz,DEA620800624,Stadtaffe,album,2008-09-26,216000,Peter Fox,3,1
All The Way Up (feat. Infared),"Fat Joe, Remy Ma, French Montana, InfaRed",2017,7Ezwtgfw7khBrpvaNPtMoT,USUYG1123858,Plata O Plomo,album,2017-02-17,191900,"Fat Joe, Remy Ma",4,1
Gut Genug (mit Blumengarten & Shirin David),"KITSCHKRIEG, Blumengarten, Shirin David",2026,1FsURdV1P2M3VCKdbTsZak,DEKF22600057,KITSCHKRIEG ZWEI,album,2026-06-05,188852,KITSCHKRIEG,13,1
