title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
Sex & Seine Konsequenzen (DJ-Mix),Anja Regitz,2006,4GtMdXZGS7NNW7j8FXlTkz,DET150600002,Sex & Seine Konsequenzen,single,2006-06-02,190493,Anja Regitz,2,1
Nur geträumt,Nena,1983,27DEhFC0G2olRFgCTksnfw,DEE868300002,Nena,album,1983-09-23,220173,Nena,4,1
Wir haben Grund zum Feiern,Otto Waalkes,2018,2HHhqspYQQ1F08QWQ81AR0,DEQ021802978,Werner - Das Rennen,compilation,2018-08-31,81826,Various Artists,20,1
Ich kann nicht ohne Dich - Fox Mix,Frank Lars,2021,4Msadmmr07wR75QMkm5EHl,DEA652100090,Auf Liebe gesetzt: Meine größten Erfolge,album,2021-09-03,238786,Frank Lars,33,1
Willst du mit mir geh'n,Daliah Lavi,1972,0MZXfdHy25Co8CSOAwB24q,DEF067102200,Willst Du mit mir geh'n (Originale),album,1972-01-01,215466,Daliah Lavi,1,1
Millionen Frauen lieben mich - Radio 2008,Karl Dall,2008,3NVWukdx01CKSsoC1lowGJ,DEA650800121,Heute schütte ich mich zu,single,2008-01-01,193666,Karl Dall,2,1
"Grüezi Wohl, Frau Stirnimaa - Original Version",Die Minstrels,2010,0W52vwENhl06m7KJM9t8QL,CH0146900001,Mega 50 - Die 70er Jahre,compilation,2010-01-01,162026,Various Artists,50,1
"Guten Morgen, liebe Sorgen",Jürgen von der Lippe,1987,4xkSmQEgAfA5bR4jQ0dbO2,DEA610100924,Guten Morgen Liebe Sorgen,album,1987-05-02,166426,Jürgen von der Lippe,12,1
So schmeckt der Sommer,Edward Reekers,2019,0ftIaUx27vc9K0ztdiZgHf,DEF069516410,So klingt der Sommer,compilation,2019-06-14,217760,Various Artists,23,1
Lederhosenrock,Melissa Naschenweng,2020,2EHqCAYuSMZrTrNECNLOog,ATB152000603,LederHosenRock,album,2020-10-30,183480,Melissa Naschenweng,1,1
Der Nippel - Live,Mike Krüger,1980,3XqgqDim4XESbdDOBUPqSo,DEEG22198232,Der Nippel (Live),single,1980-01-01,220740,Mike Krüger,1,1
Du kannst nicht immer siebzehn sein,Chris Roberts,2001,4FD6YvxLRRVStHP7VS9mvK,DEC717400006,Goldene Erinnerungen,compilation,2001-03-12,222786,Various Artists,2,1
Es Schiesst Ein Blitz In Meinen Kopf,Michael Morgan,2010,137OpkvgQaDcpuz1Lae5Jv,DEA349600151,Ballermann Hits Silvester,compilation,2010-01-01,178826,Various Artists,4,2
Das geht ab - Wir feiern die ganze Nacht,Die Atzen,2019,0TvcLuXOCVXQZwspgXPOZb,DEN060801027,"Atzen Musik Vol.1, 2 & 3",album,2019-08-16,209240,Die Atzen,3,1
Hör meinen Herzschlag,Norman Langen,2011,3KiZGBcD1mUpU3b4HrrL6r,DEUM71101979,Pures Gold,album,2011-01-01,198413,Norman Langen,5,1
Bist du dafür bereit?,Marie Reim,2022,1U9F9mUWAVkVvN8kFu3j1a,DEA812200210,Bist du dafür bereit?,album,2022-08-05,193933,Marie Reim,9,1
Ein Leben lang,Kastelruther Spatzen,2000,5o6CnxKo7JQSTJguOSexsm,ATK230000048,Und ewig wird der Himmel brennen,album,2000-01-01,266000,Kastelruther Spatzen,2,1
Herzilein,Die Wildecker Herzbuben,1990,7GrhTbGEjXbXKoiEwYeEWW,DEC738900002,Herzilein,album,1990-03-16,214066,Die Wildecker Herzbuben,1,1
"Junge, komm bald wieder - [Musicalfassung",Freddy Quinn,1987,4agMrs0Xv2x24I6jme8x8d,DEF066207610,"Freddy, die Gitarre und das Meer",compilation,1987-01-01,185626,Freddy Quinn,16,1
Wini-Wini,Die Tahiti Tamoures,2003,2NLOe1cJU8sJvc6ys67WHO,DEF066312920,Andrea Kiewel präsentiert: Schlagergiganten der 60er Jahre,compilation,2003-01-01,133133,Various Artists,13,1
Ich versprech dir nichts und geb dir alles,Wolkenfrei,2014,1YurdoxtWECzyQ03osV73w,DEA811300840,Endlos verliebt,album,2014-02-10,250106,Wolkenfrei,2,1
Zehn Nackte Friseusen 2003,Mickie Krause,2018,0lFo6asV6Ke962qerPuYPp,DEC610800451,Wir woll'n feiern für die Ewigkeit - Best Of!,compilation,2018-08-10,224133,Mickie Krause,4,1
Ein Augenblick in Rot,Münchener Freiheit,2009,75YlMCq6AkEX55qQAvBwYQ,DEUM70900039,Eigene Wege (Deluxe),album,2009-03-20,198853,Münchener Freiheit,2,1
Mama Laudaaa,"Almklausi, Specktakel",2018,1RcWWgnw5fVm3wcNq11zBu,DEEQ81800005,Mama Laudaaa,single,2018-02-07,215976,"Almklausi, Specktakel",1,1
Schön ist es auf der Welt zu sein,Roy Black,1988,0xyd446fcUjbUScrubDFWg,DEN120110229,Roy Black Stargalerie,compilation,1988-01-01,204160,Roy Black,9,1
Sternenhimmel,Hubert Kah,1982,79hX0z70ufkP63Ocr4Jz4K,DEF068205320,Ich komme,album,1982-01-01,186840,Hubert Kah,1,1
Wer hat dir das Küssen beigebracht,Gaby Baginsky,1999,4uqr9DDzQxGNxs2RzhE21I,DEA769300101,Meine Besten,album,1999-10-18,213786,Gaby Baginsky,10,1
Schwarz und Weiss - Radio Edit,Oliver Pocher,2008,4pqwROGdu8LCtspHXzlF0D,DEUM70601427,KI.KA Fußball-Hits,compilation,2008-01-01,235000,Various Artists,3,1
"Wenn nicht jetzt, wann dann? - Weltmeister Version",Höhner,2007,7gaWPR6yofnDxfgRMNyKCH,DEC610700500,"Wenn Nicht Jetzt, Wann Dann - Die Größten Hits Und Schönsten Balladen",compilation,2007,181706,Höhner,1,1
E Vogel ohni Flügel,Peter Reber,1985,5xUncmIYqgFadMb52tGRa0,CH6160700018,Grüeni Banane,album,1985-07-01,203226,Peter Reber,7,1
Ein Himmelbett im Internet,Ibo,1999,5nY9iOFNTNr5vtFKrgxgOo,DEA769803506,Meine Besten,album,1999-04-06,204666,Ibo,19,1
Hal-Le-Lu-Ja,"Klostertaler, Kastelruther Spatzen, Nockis",1999,6wxzz8s7JTEihnNGCNYjR8,DEN120500845,Die großen 3 der Volksmusik,compilation,1999-01-01,197173,"Klostertaler, Kastelruther Spatzen, Nockis",6,1
Eine Frau die mich nach Hause trägt,PS Alex,2007,076TvwvwODg9xYZyIhwcWq,DEZ520725009,Eine Frau Die Mich Nach Hause Trägt,single,2007-01-01,223026,PS Alex,1,1
Er hat ein knallrotes Gummiboot,Wencke Myhre,1999,1ewNSEjaSpjLQTgfk1JaZG,DEF067007130,Er steht im Tor - Ihre grossen Erfolge,compilation,1999-01-01,196253,Wencke Myhre,3,1
Ich hab Alain Delon geseh'n,Christoff,2012,6szt9Xu72ArW2Tm06YYBa9,DEA341200289,Feuerwerk,album,2012-01-01,196077,Christoff,3,1
Deine braunen Augen,Alisha,2021,6bBaeJTENy0a1oqYy8fLxw,DEZ922100490,Deine braunen Augen,single,2021-04-30,173785,Alisha,1,1
Bianca,Freddy Breck,2010,7IO1odRUNwFrYGbWXic984,DEHZ20900533,Die größten Erfolge - Best of 2010,compilation,2010-02-05,139200,Freddy Breck,2,1
"Sieben Tage, Sieben Nächte",Monique,2020,3fKTXIm1WM6WPC3xh5Dq1y,CH5432000924,Kuss,album,2020-03-06,220720,Monique,1,1
Dich hat der Himmel geschickt,Bernd Clüver,1993,3xlh9SdTDdMH7Nu24mjyBE,DEA439200040,Herz ist Trumpf,album,1993-04-19,189040,Bernd Clüver,11,1
7 Tage hat die Woche (Album-Version),Manuela Fellner,2012,2qBFgxIxCJXNmyibBSsQGP,ATMF41201901,7 Tage hat die Woche (Album),album,2012-11-06,181564,Manuela Fellner,1,1
Na und?!,Ben Zucker,2018,2g8pMDC1lck27f85wSnO13,DEUM71702784,Na und?! Sonne!,album,2018-06-01,222173,Ben Zucker,8,1
Irgendwann ist jetzt,Max Giesinger,2021,08uFXeEZX4eN28TT37jdfI,DELV42100005,VIER,album,2021-11-12,178672,Max Giesinger,1,1
Immer wieder sonntags,Cindy & Bert,2014,7vLC1dwhUssdCnigdtisYG,DEU241104734,"100% Deutsche Markenschlager, Vol. 13",compilation,2014-01-01,194146,Various Artists,6,1
Theater,Katja Ebstein,1994,0AwEdicbbKKAoB7ft7pJWI,DEA818000024,Wunder gibt es immer wieder,album,1994-07-04,167826,Katja Ebstein,7,1
Ich wär so gern so blöd wie du,Tic Tac Toe,1997,6KzWkQmHEJKn7OjjY3DWOF,DEAF71252075,Klappe die 2te,album,1997-04-21,230440,Tic Tac Toe,1,1
Für dich,Brunner & Brunner,1994,6eMtXTaaO3PhIm4HDxwqi8,DEA609400535,Im Namen der Liebe,album,1994-01-01,238733,Brunner & Brunner,12,1
Du-nur-du-nur-du,Isabel Varell,2002,2o4d3FuAqSEPmrLv58kgUB,DEA810100842,Heut ist mein Tag,album,2002-03-04,214400,Isabel Varell,11,1
7 Leben,Mitch Keller,2015,6mrZ7QI1oXRljeIj65bzGB,DELV41501180,Einer dieser Tage,album,2015-09-18,193146,Mitch Keller,1,1
"Du, die Wanne ist voll","Dieter Hallervorden, Helga Feddersen",2015,7pmnNvK57vUPyE6G40w9cv,DEF077803620,Unvergessen,compilation,2015-11-20,190906,Helga Feddersen,1,1
Weil ich so sexy bin,Trude Herr,1998,7dBGhQKRVw80qBH0l0O1fS,DEF076102350,Ich Will Keine Schokolade,compilation,1998-01-01,183733,Trude Herr,11,1
Das rote Pferd,Markus Becker,2022,5bAYcyOEQP8vuQFK7fPWcc,DEUM72204976,Das rote Pferd,single,2022-07-26,190000,Markus Becker,1,1
Ich war noch niemals in New York,Udo Jürgens,2001,18q9XvWQgY1iO3PLGMit8l,DEA818200038,Aber bitte mit Sahne - Jubiläumsedition,album,2001-01-01,282893,Udo Jürgens,13,1
Kein Schwein ruft mich an,Max Raabe,2017,6snrhpcIeThzC82aYBvOVG,DEA659401519,30 Jahre Palast Orchester - Ich hör so gern Musik,album,2017-01-27,220986,Max Raabe,5,1
Küssen kann man nicht alleine,Max Raabe,2011,3dHzw1D0j2r8NtBAUm5JWK,DEMP81000009,Küssen kann man nicht alleine,album,2011-01-01,178960,Max Raabe,1,1
Du bist wie Feuer im Vulkan,Die Amigos,2010,5aMFZEH70hweRP65CQjPrp,ATV111032006,"Weißt du, was du für mich bist",album,2010-07-23,183226,Die Amigos,6,1
Herzensschöner,Rosenstolz,2016,2f8wJ142yv641OGfRbDN2h,DEF069712990,Das Beste,compilation,2016-10-28,181746,Rosenstolz,18,1
Guildo hat euch lieb! - Radio Version,"Guildo Horn & Die Orthopädischen Strümpfe, Alf Igel",2012,4xi3H3mVF5otEQuh5ChflP,DEA349800055,Massive Hits - Mallorca Party,compilation,2012-01-01,182066,Various Artists,11,2
Sieben Tafeln Schokolade,Bernhard Brink,2010,2LivGZu4LX8XGcDruLQcv0,DEUM71008164,So oder so,album,2010-01-01,181133,Bernhard Brink,1,1
Dschinghis Khan - 2007 Version,Dschinghis Khan,2007,0ksebE6LrZocf2L5f4N1q7,DEUM70703330,7 Leben,album,2007-05-11,186320,Dschinghis Khan,9,1
Atemlos,Christian Lais,2020,3EIwjmVzjV7RACEuR0t7eS,DEQ092000026,Atemlos,album,2020-01-31,238620,Christian Lais,1,1
Stadt met K,Kasalla,2015,48dosoGX5Bey5mk6BhCgKM,DED191400049,Us der Stadt met K,album,2015-02-06,234786,Kasalla,2,1
"Schnappi, das kleine Krokodil","Schnappi, Joy",2005,2QnAg9u1MmoNpm4O7zrYA4,DE1A12182791,Liederalbum,album,2005-02-28,130039,"Schnappi, Joy",1,1
Wir tanzen Lambada - Single Version,Andrea Jürgens,1977,2yF34rSpTLrsYERpJGhnZD,DEC719000003,Momente,album,1977,200973,Andrea Jürgens,13,1
Er gehört zu mir,Marianne Rosenberg,1994,6COzABVCHQzyvc3rTMtrXn,DEC737500013,Er gehört zu mir,album,1994-02-14,180200,Marianne Rosenberg,1,1
Ich bin kein Model und kein Superstar,Ole ohne Kohle,2014,1x7NkMszGxP2FM7UrleXgX,DEQ121426023,"Mallorca, hey ich komme",single,2014-07-25,192653,Ole ohne Kohle,4,1
Ein Lied auf das Leben,Feuerherz,2017,7r8IVN20TFSGq5pE4gR76C,DEUM71601761,Genau wie du (Bonus Edition),album,2017-06-02,240346,Feuerherz,7,1
Halleluja - Auf das Leben,Patrick Lindner,2001,4wbjZT1BXYbPyMFjJyPjLf,DEA810300110,Halleluja - Auf das Leben,album,2001-01-01,229786,Patrick Lindner,1,1
Goldener Reiter,Joachim Witt,1981,7sgbBeINoJ4TDUDIloK9li,DEA629262331,Silberblick,album,1981,281293,Joachim Witt,2,1
Du liebst mich nicht,"Sabrina Setlur, Schwester S., Moses Pelham",1997,4OH0l5mfOTe7bPpfLvMsqk,DEP950400885,Die neue S-Klasse,album,1997-03-24,338066,"Sabrina Setlur, Schwester S., Moses Pelham",3,1
Ich mal für dich den Himmel blau,Olaf Henning,2011,333aeVEMhnYg58ZzQl6u82,DEG412093901,Ich mal für dich den Himmel blau,single,2011-04-29,220693,Olaf Henning,1,1
Haben Sie Wien schon bei Nacht geseh'n,Rainhard Fendrich,2016,3r1h1kMQzGlRXskhZeZPPJ,ATF068500020,Austro Masters Collection,compilation,2016-09-02,209400,Rainhard Fendrich,6,1
"Ein Stern, der Deinen Namen trägt",Nik P.,2007,5SJMWWAzyQ5K3eoy0Vt4Pb,ATT259804700,Mit Dir,album,2007-10-30,249920,Nik P.,7,1
Helikopter 117 (Mach' den Hub Hub Hub),Tobee,2017,1pMsWnQCaLQvL3O0vaMp5H,DEEQ81700134,Helikopter 117 (Mach' den Hub Hub Hub),single,2017-12-08,246433,Tobee,1,1
Schöne Maid,Tony Marshall,2008,6lQZLaTrHZBIzTFOUkBpg2,DEC717100003,Best Of,compilation,2008-02-15,197253,Tony Marshall,3,1
"Theo, wir fahr'n nach Lodz",Vicky Leandros,1994,2NPZ09aKySR09OoDbB8oVg,DEC719500393,Du bist mein schönster Gedanke,album,1994-01-01,234000,Vicky Leandros,16,1
... es kribbelt und es prickelt...,Kristina Bach,1997,4cVG5xxA7hndcFGOgLtDw6,DEA819700594,Es kribbelt und es prickelt/Scharf auf's Leben,album,1997,211800,Kristina Bach,1,1
Egal was andere sagen,Eloy de Jong,2018,7MNyM2DCnKx3KdXYldisdo,DEQS91800285,Kopf aus - Herz an (Deluxe Edition),album,2018-10-05,231986,Eloy de Jong,5,1
Willkommen im Leben,Ute Freudenberg,2012,6BIwQcpjCTmziCwgTwDZsA,DEUM71201254,Willkommen im Leben,album,2012-04-27,234040,Ute Freudenberg,1,1
Rock mi,voXXclub,2019,2ipwltYElIXuzmhAtxtv8N,DEUM71204218,Wiesn Hits 2019 - Die Besten Oktoberfest Hits,compilation,2019-09-27,163893,Various Artists,11,1
Herzbeben,Helene Fischer,2017,5mWceciQV51RPCBQCLAm3U,DEUM71704905,Helene Fischer (Deluxe Version),album,2017-05-12,205653,Helene Fischer,5,1
Ein bisschen Frieden,Nicole,2005,5ZSfGGi8OF1vSSVNAWdQT1,DEC718200001,Nicole - Musik ist mein Leben,album,2005-11-02,181226,Nicole,1,1
Was soll das,Herbert Grönemeyer,2008,7EzRdo7g2oeVrTviOgaYbU,DEC610800612,Was Muss Muss - Best Of,compilation,2008-01-01,287840,Herbert Grönemeyer,1,2
Küss' die Hand schöne Frau - Neuaufnahme 2005,EAV (Erste Allgemeine Verunsicherung),2008,5MvoIM3l6dO7sysVDTfBLG,DEA810500973,100 Jahre EAV,album,2008-04-18,245373,EAV (Erste Allgemeine Verunsicherung),4,1
Freundschaftsring,"Anna-Maria Zimmermann, Olaf Henning",2012,02lOuEnqVotV0nDmYUXK6B,DEC611200210,Freundschaftsring,single,2012-01-01,205640,Anna-Maria Zimmermann,1,1
Sieben Tage,Die Flippers,1992,4FMXjWh8KS8hNG0rkhCyLV,DEC719700394,Sieben Tage Sonnenschein,album,1992-07-25,190626,Die Flippers,1,1
Wieder Alles Im Griff - Single Mix '99,Jürgen Drews,2006,0xJCFn6sMc3jgPmraCK0l6,DEG410540601,Der Deutsche Disco Fox Hit Mix 2005,compilation,2006-09-27,217893,Various Artists,1,1
Heimweh,Plüsch,2002,5T0YtQ9KPWK6lIsaSjEXU9,CH0600200014,Plüsch,album,2002-10-28,247066,Plüsch,1,1
Hinter den Kulissen von Paris,Mireille Mathieu,2006,74ppWSwsyJYxQ9xQRuuPnB,DEC716900003,"Herzlichst, Mireille",album,2006-09-15,152573,Mireille Mathieu,2,1
Gloria,Nik P.,2013,1s4gzBftZzmxLYEv3aISf3,ATT259703840,Aprés Ski Hüttengaudi,compilation,2013-01-08,276293,Various Artists,14,1
Schatzi schenk mir ein Foto,Mickie Krause,2012,4j8zZZWeP6Ijn5oKLlfelE,DEC611000840,Eins Plus Wie Immer,album,2012-01-01,204666,Mickie Krause,2,1
Ich wünsch' mir 'ne kleine Miezekatze,Wum's Gesang,2008,3LE0oKAZ8PCHIHjrsZ5IRg,DEA817200001,Das Beste aus 50 Jahren Ariola Vol. 1,compilation,2008-03-14,165040,Various Artists,8,1
Noch in 100.000 Jahren - Single Version,DJ Ötzi,2008,6LGpIWaJstYdRzGl1RE49z,DEUM70804328,Hotel Engel (Gold Edition inkl. Bonustrack),album,2008,224440,DJ Ötzi,2,1
Is was,Jürgen von der Lippe,1989,6N8bnX5uNPMAEblonTn5Fq,DEA818900057,Is was,album,1989-04-21,202506,Jürgen von der Lippe,14,1
Ich bau dir ein Schloss - Schlager Radio Mix,Jürgen Drews,2011,72QYg34KFQdcHd9Tuy7mOf,DEEQ80900100,110% Schlager - Vol. 2,compilation,2011-01-01,185373,Various Artists,11,1
"Verliebt, verlobt, verflixt nochmal",Beatrice Egli,2018,2EdQfODNo4itCgnh6rlxfi,DEUM71724471,Wohlfühlgarantie,album,2018-03-16,198173,Beatrice Egli,4,1
"'54, '74, '90, 2006",Sportfreunde Stiller,2006,5UVXLUq8m3CnehQ283wkrv,DEUM70601432,You Have To Win Zweikampf (mit Verlängerung),album,2006-05-19,183626,Sportfreunde Stiller,3,1
Du Du Du,Vincent Gross,2017,3JMOwZynYYvRGrNLPlQOD9,DEA811700082,Rückenwind,album,2017-03-24,212226,Vincent Gross,5,1
Mein Herz schlägt Schlager - Stereoact Remix,Vanessa Mai,2016,680Ilgt8TtFEb9baEEr0bu,DEA811600623,Für dich nochmal (Geschenk-Edition),album,2016-10-21,203440,Vanessa Mai,19,1
