title,artist,estimated_year,spotify_track_id,isrc,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number
(Don't Fear) The Reaper,Blue Öyster Cult,1976,5QTxFnGygVM4jFQiBovmRo,USSM17600477,Agents Of Fortune,album,1976,308123,Blue Öyster Cult,3,1
Hit Me with Your Rhythm Stick,"Ian Dury, The Blockheads",1987,6PbJ1H3yLkRLrQRsRbQOso,GBAFR7910095,Sex & Drugs & Rock & Roll,compilation,1987-01-01,223840,"Ian Dury, The Blockheads",1,1
She's Not There,Santana,1977,44JITu0xanJn3TLMQZJw0G,USSM19902764,Moonflower,album,1977-10-01,248470,Santana,1,2
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",2012,7bYZBVrnRfqeaPbhRyEvK3,GMM881200003,The Heist (Deluxe Edition),album,2012-10-09,235613,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",3,1
Samson And Delilah,Middle Of The Road,1989,4FUNMAuSJbxKI6vnpWtajt,ITB007100335,Middle Of The Road,album,1989-07-13,181600,Middle Of The Road,8,1
The Real Slim Shady,Eminem,2000,3yfqSUWxFvZELEM4PmlwIR,USIR10000448,The Marshall Mathers LP,album,2000-05-23,284200,Eminem,8,1
Thank You For The Music,ABBA,1977,08GOw3NsrJ0LsCCeyqzt3b,SEAYD7702080,The Album,album,1977,229453,ABBA,7,1
Circle of Life,Elton John,2011,5LFzj73ZwSep0377OQj4bp,USWD10110145,The Lion King Collection (Deluxe Edition),compilation,2011-01-01,292413,Various Artists,2,1
Heart-Shaped Box,Nirvana,1993,11LmqTE2naFULdEP94AUBa,USGF19960703,In Utero (Deluxe Edition),album,1993-09-21,281160,Nirvana,3,1
Sugar Me,Lynsey De Paul,1973,2PlI7o2iEjMytXSVPPiKbl,GBEHT0600022,Surprise,album,1973-03-10,220133,Lynsey De Paul,1,1
Pretty Fly (For A White Guy),The Offspring,1998,3SFXsFpeGmBTtQvKiwYMDA,USSM19804199,Americana,album,1998-11-16,188666,The Offspring,4,1
Ex's & Oh's,Elle King,2015,70eDxAyAraNTiD6lx2ZEnH,USRC11401950,Love Stuff,album,2015-02-13,202177,Elle King,2,1
What Goes Around...Comes Around - Radio Edit,Justin Timberlake,2006,0R03f3Axt495bkgGhivLEe,USJI10601102,What Goes Around...Comes Around,single,2006-12-19,313133,Justin Timberlake,1,1
Boulevard of Broken Dreams,Green Day,2004,1hwJKpe0BPUsq6UUrwBWTw,USRE10401426,Boulevard of Broken Dreams,single,2004,261266,Green Day,1,1
I'm Alive,Céline Dion,2002,3qjXFLKMp4zfMmugEGPaBx,CAC220200007,A New Day Has Come,album,2002,210226,Céline Dion,1,1
All By Myself,Eric Carmen,1975,0AQqrtK1pULuwZUXhwaaDz,USAR10400530,Eric Carmen,album,1975-01-01,429996,Eric Carmen,4,1
Goodnight Girl,Wet Wet Wet,1992,7GZim9NjDWBBzSOIqSd0Hp,GBF089190051,High On The Happy Side,album,1992-01-27,221266,Wet Wet Wet,6,1
"Non, je ne regrette rien",Édith Piaf,1991,3dkIE8P7hvl3tHl9KSb6dA,FRZ116000530,Eternelle,album,1991-07-22,142280,Édith Piaf,1,2
Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",2016,4tCtwWceOPWzenK2HAIJSb,USSM11600251,7/27 (Deluxe),album,2016-05-27,214477,Fifth Harmony,2,1
Private Dancer - Single Edit,Tina Turner,1991,623ZeL2lWuz5v03TVkRBZa,USCA29101021,Simply the Best,compilation,1991-01-01,242480,Tina Turner,13,1
Photograph,Nickelback,2005,3hb2ScEVkGchcAQqrPLP0R,NLA320581256,All the Right Reasons,album,2005-09-26,258920,Nickelback,3,1
I've Seen That Face Before (Libertango),Grace Jones,1981,4QHfFzsVXbLewUmI2UMel5,USIR28100272,Nightclubbing,album,1981,270466,Grace Jones,6,1
I Won't Let You Down,Ph.D.,2012,4Puh2M4qWDAY5qYMdIYic1,GBULZ1100553,Love on Pop (Unforgettable Songs),compilation,2012-07-13,229440,Various Artists,8,1
You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John",1978,0B9x2BRHqj3Qer7biM3pU3,NLF057890004,Grease (The Original Motion Picture Soundtrack),compilation,1978-04-04,169840,Various Artists,4,1
I Know You Want Me (Calle Ocho),Pitbull,2009,5RzFJd6W40SDTyZkX6xx45,USJAY0900144,Pitbull Starring In Rebelution,album,2009-08-31,237120,Pitbull,3,1
Two Can Play That Game,Bobby Brown,1992,3gIwZZv9V6tgtwCcCkw6Z6,USMC19938596,Bobby,album,1992-08-24,299862,Bobby Brown,3,1
About Damn Time,Lizzo,2022,1PckUlxKqWQs3RlWXVBLw3,USAT22202139,About Damn Time,single,2022-04-14,191822,Lizzo,1,1
Nights In White Satin,The Moody Blues,2017,5w1ingzqrsJka9nlnEFB64,GBA176700080,Nights In White Satin,compilation,2017-05-19,264997,The Moody Blues,8,1
Avalon,Roxy Music,1982,7iWIdiJlKvJ4PjFYVrWLUU,GBAAA9900094,Avalon,album,1982-05-01,256840,Roxy Music,3,1
"When the Going Gets Tough, The Tough Get Going",Billy Ocean,2010,5UU5FbITNm5OunvHQdsKME,GBAHK9700110,The Very Best of Billy Ocean,compilation,2010-04-26,248000,Billy Ocean,1,1
Pon de Replay,Rihanna,2005,4TsmezEQVSZNNPv5RJ65Ov,USIR20500331,Music Of The Sun,album,2005-08-29,246960,Rihanna,1,1
The Boy Does Nothing,Alesha Dixon,2008,4BbxSTDqfnX76DtwZLHuJb,GBAHS0800416,The Boy Does Nothing,single,2008-10-31,214906,Alesha Dixon,1,1
I Wanna Be the Only One (feat. Bebe Winans),"Eternal, Bebe Winans",1997,0XvOoNb9zZOwFIOM0mwbiq,GBAYE9701337,Before The Rain,album,1997-03-17,216693,Eternal,2,1
Little Bit of Love,Tom Grennan,2021,2sX7lJXsOYGP1Us6CqM9t1,GBARL2001197,Little Bit of Love,single,2021-01-08,226268,Tom Grennan,1,1
Hypnotized,"Purple Disco Machine, Sophie and the Giants",2020,0vWUhCPxpJOJR5urYbZypB,AUDCB1701555,Hypnotized,single,2020-04-08,195704,"Purple Disco Machine, Sophie and the Giants",1,1
Big Girls Don't Cry (Personal),Fergie,2006,6dgWWAs5yhWPOtvE1zuoQ1,USUM70609115,The Dutchess,album,2006-09-13,268120,Fergie,10,1
Animals,Martin Garrix,2013,0A9mHc7oYUoCECqByV8cQR,NLZ541300467,Animals,single,2013-06-17,304228,Martin Garrix,1,1
Look What You Made Me Do,Taylor Swift,2017,1P17dC1amhFzptugyAO7Il,USCJY1750000,reputation,album,2017-11-10,211853,Taylor Swift,6,1
Hands Up - Single Version,Ottawan,1980,5xQr5TxQ77siaKfuyiJbT0,FR58F8100190,Hands Up,single,1980-01-01,208573,Ottawan,1,1
Babe,Take That,1993,3jGTua1brraVUrUOioMqLS,GBARL9300072,Everything Changes (Expanded Edition),album,1993-10-25,291506,Take That,13,1
We Are The World,U.S.A. For Africa,1985,3Z2tPWiNiIpg8UMMoowHIk,US25T8511672,We Are The World,single,1985-01-01,427333,U.S.A. For Africa,1,1
Take Good Care Of My Baby,Bobby Vee,1962,06JokgprGDKrtZ1eP6z2CQ,USEM38700047,Take Good Care Of My Baby,album,1962-02-01,149800,Bobby Vee,1,1
Dreams,Fleetwood Mac,1988,1lbXEepatjRVjoG8pZMtdp,USWB19900178,Greatest Hits,compilation,1988-11-22,254453,Fleetwood Mac,9,1
"Alone, Pt. II","Alan Walker, Ava Max",2019,0bMbDctzMmTyK2j74j3nF3,NOG841907010,"Alone, Pt. II",single,2019-12-27,179052,"Alan Walker, Ava Max",1,1
Vaya Con Dios,"Les Paul, Mary Ford",2005,359CiGkSa8dE8vsqd67IWL,USCA25300088,Best Of The Capitol Masters - 90th Birthday Edition,compilation,2005-01-01,173306,"Les Paul, Mary Ford",17,1
Bailamos,Enrique Iglesias,1999,2bbeNsFmjZqdoDhjLsKNWe,USIR19915208,Enrique,album,1999-11-23,214066,Enrique Iglesias,10,1
Lay Back in the Arms of Someone,Smokie,1977,1r9QBciQVM1BnW72cQUA4R,DEA817700019,Bright Lights and Back Alleys (New Extended Version),album,1977,245106,Smokie,12,1
The Reflex,Duran Duran,1998,0OsWMTxDjtpmJjX43113oq,GBAYE8300145,Greatest,compilation,1998-11-03,266933,Duran Duran,2,1
Summertime Sadness,Lana Del Rey,2012,7sZUHAC6nadme4EwrLe99Q,GBUM71111565,Born To Die,album,2012-01-30,264773,Lana Del Rey,11,1
Après toi,Vicky Leandros,2012,1HLegA4MSL8HYheQaZLefi,FRZ037201700,Glanzlichter,compilation,2012-01-01,209693,Vicky Leandros,1,1
A Guy Is a Guy,Doris Day,1999,1lZSR5NKeNGuCPSTNL7BhW,USSM15200151,Golden Girl (The Columbia Recordings 1944-1966),compilation,1999-06-01,159506,Doris Day,4,2
I'm On Fire,Bruce Springsteen,1984,3PzsbWSQdLCKDLxn7YZfkM,USSM18400411,Born In The U.S.A.,album,1984-06-04,159313,Bruce Springsteen,6,1
Jeanny,Falco,1999,5T0FdfvcOuzsRsQhcbWAH8,ATB158500019,Greatest Hits,compilation,1999-01-25,352293,Falco,5,1
Funny Funny,Sweet,1971,6vRDTaPLjpDAwj4ETixyeX,GBARL7100003,"Funny Funny, How Sweet Co Co Can Be",compilation,1971-11-27,168000,Sweet,7,1
One Call Away,Charlie Puth,2016,37R0bQOQj5a7DOqh1TGzvB,USAT21502703,Nine Track Mind,album,2016-01-29,194453,Charlie Puth,1,1
Be My Lover,La Bouche,2003,3vSn1frPgFcRXrjWOfhMLl,DED160200012,Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton),compilation,2003-03-28,240866,La Bouche,2,1
Boom Clap,Charli xcx,2014,7982sGZuvo5OXsY6REzgIn,GBAHS1400160,SUCKER,album,2014-12-15,169866,Charli xcx,6,1
Tell It to My Heart,Taylor Dayne,1988,3YVPpVJvJG2EauXurPA90F,USAR18700173,Tell It to My Heart (Expanded Edition),album,1988-01-19,220880,Taylor Dayne,1,1
Don't Go Yet,Camila Cabello,2021,1058fW9H3fZA6QjYCdOBad,USSM12104771,Don't Go Yet,single,2021-07-23,164842,Camila Cabello,1,1
SOS,"Avicii, Aloe Blacc",2019,0n2nEtLP3OzDdi12ziIekx,SE5R71900201,SOS (feat. Aloe Blacc),single,2019-04-10,157202,"Avicii, Aloe Blacc",1,1
Jessie,Joshua Kadison,1993,4n8iSiSWRdaSeSpJMbdk9O,USCA29301599,Painted Desert Serenade,album,1993-01-01,319026,Joshua Kadison,1,1
Jesus He Knows Me - 2007 Remaster,Genesis,1991,0YN4BbP8czMk6QiL62qnWT,GBAAA0700777,We Can't Dance (2007 Remaster),album,1991-11-11,256519,Genesis,2,1
Tears in Heaven,Eric Clapton,1992,1kgdslQYmeTR4thk9whoRw,USRE19100010,Rush (Music from the Motion Picture Soundtrack),album,1992-01-10,271760,Eric Clapton,10,1
What Do You Mean?,Justin Bieber,2015,4B0JvthVoAAuygILe3n4Bs,USUM71511919,Purpose (Deluxe),album,2015-11-13,205680,Justin Bieber,3,1
"How Come, How Long (feat. Stevie Wonder)","Babyface, Stevie Wonder",1996,6kTakcO9wwXh8tEqmJSV8h,USSM19602994,The Day,album,1996-10-29,315093,Babyface,9,1
Irreplaceable,Beyoncé,2007,6RX5iL93VZ5fKmyvNXvF1r,USSM10603620,B'Day Deluxe Edition,album,2007-05-29,227853,Beyoncé,2,1
Toosie Slide,Drake,2020,1d2eMMrAuIsw85u3YklKoc,USUG12001282,Toosie Slide,single,2020-04-02,247058,Drake,1,1
Sunrise,Simply Red,2012,37mk7t1x4VmKmmqgRU8E2w,GBFQH0300001,The Greatest Hits,compilation,2012-10-01,199040,Simply Red,1,1
Are You Gonna Go My Way,Lenny Kravitz,1993,45Ia1U4KtIjAPPU7Wv1Sea,USVI29300001,Are You Gonna Go My Way,album,1993-03-09,211933,Lenny Kravitz,1,1
More Than Words,Extreme,1990,1gVgkQFOKa8Wc1HYsJtPdH,USAM19090005,Extreme II - Pornograffitti,album,1990-01-01,334106,Extreme,5,1
Hold Back The River,James Bay,2015,1KZyVnyptQcPzkx7ELCnZC,USUM71413733,Chaos And The Calm,album,2015-03-20,238746,James Bay,2,1
I Wish It Would Rain Down - 2016 Remaster,Phil Collins,1989,4F2t297QK40XFcIHqkmLHs,USRH11602149,...But Seriously (Deluxe Edition),album,1989-11-20,327746,Phil Collins,6,1
End Of The Road,Boyz II Men,1991,3l3xTXsUXeWlkPqzMs7mPD,USMO19200465,Cooleyhighharmony (Bonus Tracks Version),album,1991-04-30,351466,Boyz II Men,17,1
Freak Me,Silk,1992,5CdJveJgiGXoGwDFqF6afp,USEE10900542,Lose Control,album,1992,274533,Silk,5,1
The Night Chicago Died,Paper Lace,2008,4f4RRYN3R7glPElFjeoUnC,USA560805017,Billy Don't Be A Hero,single,2008-06-01,203333,Paper Lace,2,1
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2022,3nqQXoyQOWXiESFLlDF1hG,GBUM72205415,Unholy (feat. Kim Petras),single,2022-09-22,156943,"Sam Smith, Kim Petras",1,1
Money For Nothing,Dire Straits,1985,4bO6DljpuAeQh6HS20i0I5,GBF088500674,Brothers In Arms - 20th Anniversary Edition,album,1985-05-13,504333,Dire Straits,2,1
In The Stars,Benson Boone,2024,315aBOUD3xtj7sUMXtRgMV,USWB12201574,Fireworks & Rollerblades,album,2024-04-05,216410,Benson Boone,7,1
If I Let You Go - Radio Edit,Westlife,2011,5eZcaAVCwEAmqP4b9cZAZf,GBARL9900044,Greatest Hits,compilation,2011-11-21,221855,Westlife,2,1
Hey Baby,"No Doubt, Bounty Killer",2001,2QsoVMTKj5m5kgztTOep98,USIR10120513,Rock Steady (Expanded Edition),album,2001-12-11,207040,No Doubt,3,1
Fading Like A Flower (Every Time You Leave),Roxette,1991,72M1VRh6Qyq6nOIABIPtVw,SEAMA9079030,Joyride 30th Anniversary Edition,album,1991-03-29,230680,Roxette,3,1
Don't Start Now,Dua Lipa,2020,3PfIrDoz19wz7qK7tYeu62,GBAHT1901121,Future Nostalgia,album,2020-03-27,183290,Dua Lipa,2,1
Yesterday,The Beatles Greatest Hits Performed By The Frank Berman Band,2010,76E0QcBrJSXr9wzAA8Xzgi,TCAAT1038327,The Beatles Greatest Hits Performed By The Frank Berman Band,compilation,2010-11-29,133375,The Beatles Greatest Hits Performed By The Frank Berman Band,8,1
Blinding Lights,The Weeknd,2020,0VjIjW4GlUZAMYd2vXMi3b,USUG11904206,After Hours,album,2020-03-20,200040,The Weeknd,9,1
Havana (feat. Young Thug),"Camila Cabello, Young Thug",2018,1rfofaqEpACxVEHIZBJe6W,USSM11706905,Camila,album,2018-01-12,217308,Camila Cabello,4,1
Please Please Please,Sabrina Carpenter,2024,5N3hjp1WNayUPZrA8kJmJP,USUM72404101,Please Please Please,single,2024-06-06,186365,Sabrina Carpenter,1,1
That Don't Impress Me Much,Shania Twain,1999,4I7DV3MIgxJGlObiy9s6nx,USMR19900016,Come On Over (International Version),album,1999-11-09,238706,Shania Twain,13,1
Forever Young,Alphaville,1984,4S1VYqwfkLit9mKVY3MXoo,DEA629260150,Forever Young,album,1984,226706,Alphaville,6,1
Cosmic Girl - Remastered 2013,Jamiroquai,1996,6y0Etr2KJr0sdcEp7ajoUK,GBARL1201221,Travelling Without Moving (Remastered),album,1996-09-09,244146,Jamiroquai,2,1
Crazy,Patsy Cline,2019,5UIq2zbapMbSU7Z2SEq8j0,USMC16147347,Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe],compilation,2019-09-06,162426,Various Artists,23,2
Just Another Day,Jon Secada,1992,5AoBNJQDXXEnIJGjJjZu3y,USSB29200100,Jon Secada,album,1992-01-01,327426,Jon Secada,1,1
Shut Up,Black Eyed Peas,2003,6diFcq4UcYDlBeRVqOCWY1,USIR10311895,Elephunk,album,2003,296186,Black Eyed Peas,5,1
You Give Me Something,James Morrison,2006,6bFsQ6yOp3z5mGNkhWP0P1,GBUM70600967,Undiscovered (International Version),album,2006-01-01,213173,James Morrison,2,1
Belong Together,Mark Ambor,2024,5uQ7de4EWjb3rkcFxyEOpu,QM24S2400638,Belong Together,single,2024-02-16,148317,Mark Ambor,1,1
Love Letters In The Sand,Pat Boone,1993,1eqGYJJr2z2GXK1i0hD3BC,USMC15719947,Pat Boone's Greatest Hits (Reissue),compilation,1993-01-01,134560,Pat Boone,9,1
Unpretty,TLC,1999,0EUhmjEAQApjjbss7S8h1F,USLF29900143,Unpretty,single,1999-05-17,279256,TLC,1,1
Overcome,Live,2001,1789Nv2WZXHDuhwdZ0jqHZ,USMC10111146,V,album,2001-01-01,256066,Live,13,1
I'm Sorry,Brenda Lee,1960,4LJcNiq2pBb8OeqrGdBJQw,USMC16046423,Brenda Lee,album,1960-08-01,161546,Brenda Lee,8,1
Do You Really Want To Hurt Me,Culture Club,1982,1I6q6nwNjNgik1Qe8Oi0Y7,GBAAA8200048,Kissing To Be Clever,album,1982-09-01,262173,Culture Club,9,1
Another Love,Tom Odell,2013,5E4jBLx4P0UBji68bBThSw,GBARL1300107,Long Way Down (Expanded Edition),album,2013-06-24,244360,Tom Odell,3,1
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2021,4qu63nuBpdn0qHUHuObEj1,USUG12102313,Leave Before You Love Me,single,2021-05-21,154983,"Marshmello, Jonas Brothers",1,1
You Won't Find Another Fool Like Me,The New Seekers,1974,5K52YrogiliMuDnh8uYNOc,GBBPJ9800674,Together (Bonus Track Version),album,1974-01-01,192760,The New Seekers,7,1
San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,1967,6vcNJUWtUPB0hKC6VbZriY,USSM16701024,San Francisco,album,1967-07-16,178506,Scott McKenzie,1,1
Pass The Dutchie,Musical Youth,1994,1BkY0N8ChFk2mdLbAUu8ZK,GBBBY0300024,Anthology,compilation,1994-02-28,205426,Musical Youth,1,1
I'm Not In Love,10cc,2002,1A6Kwtsg3JWKU2KWM2udpM,GBF087500001,20th Century Masters: The Millennium Collection: Best Of 10CC,compilation,2002-01-01,368226,10cc,3,1
He'll Have to Go,Jim Reeves,1997,7DH5dXVuQaqcKf9oTy9oUN,USRN19500172,The Essential Jim Reeves,compilation,1997-02-14,138640,Jim Reeves,15,1
The Greatest,Sia,2016,6bLopGnirdrilrpdVB6Um1,USRC11601818,This Is Acting (Deluxe Version),album,2016-10-21,210906,Sia,19,1
Rhinestone Cowboy,Glen Campbell,1987,7kUyEpjTz8Q1loiC1xlF07,USCN18600038,Essential,compilation,1987-01-01,197826,Glen Campbell,1,1
Yummy,Justin Bieber,2020,41L3O37CECZt3N7ziG2z7l,USUM71923046,Yummy,single,2020-01-03,210426,Justin Bieber,1,1
Sex on Fire,Kings of Leon,2008,0ntQJM78wzOLVeCUAW7Y45,USRC10800300,Only By The Night,album,2008-09-23,203346,Kings of Leon,3,1
The Promise You Made,Cock Robin,1985,1bWrJnsvHCo8vsXWaatWIs,USSM18500369,Cock Robin (Expanded Edition),album,1985-05-01,235373,Cock Robin,4,1
In the Air Tonight - 2015 Remaster,Phil Collins,1981,18AXbzPzBS8Y3AkgSxzJPb,USAT21502120,Face Value (Deluxe Editon),album,1981-01-01,336453,Phil Collins,1,1
Make Me Smile (Come up and See Me) - 2014 Remaster,"Steve Harley, Steve Harley & Cockney Rebel",1975,2dpO3NteNWUDL2S9e0t0Mi,GBAYE1349972,The Best Years of Our Lives (Deluxe Version),album,1975-03-22,239213,"Steve Harley, Steve Harley & Cockney Rebel",6,1
Lose Control (feat. Ciara & Fat Man Scoop),"Missy Elliott, Ciara, Fatman Scoop",2005,0UaMYEvWZi0ZqiDOoHU3YI,USEE10414022,The Cookbook,album,2005-07-04,226863,Missy Elliott,4,1
Carry You Home,Alex Warren,2024,5o0osRx8kYJTOqlOSggr9Z,USAT22403017,"You'll Be Alright, Kid (Chapter 1)",album,2024-09-27,166880,Alex Warren,3,1
I Don't Want to Be,Gavin DeGraw,2003,4vl2zwXsTmAxgu9iY0g6UK,USJAY0300148,Chariot,album,2003-07-21,217760,Gavin DeGraw,8,1
Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,Brian Hyland,2021,2AP52g6U0MijxNHjlaB3Qa,AUXN22170778,Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,album,2021-08-18,144274,Brian Hyland,3,1
Always,Bon Jovi,1994,2RChe0r2cMoyOvuKobZy44,USPR39412221,Cross Road,compilation,1994-10-18,353026,Bon Jovi,4,1
Paradise,Coldplay,2011,6nek1Nin9q48AVZcWs9e9D,GBAYE1101143,Mylo Xyloto,album,2011-10-24,278719,Coldplay,3,1
River Deep - Mountain High,Ike & Tina Turner,1966,44BmNSqH9uZV5OfIjGcER3,USAM10200063,River Deep-Mountain High,album,1966-01-01,214880,Ike & Tina Turner,1,1
Straight Up,Paula Abdul,1988,5xl5582IihbEZAnfj0xyso,USVI28800001,Forever Your Girl,album,1988-01-01,251466,Paula Abdul,7,1
Rolling in the Deep,Adele,2011,4OSBTYWVwsQhGLF9NHvIbR,GBBKS1000335,21,album,2011-01-24,228093,Adele,1,1
About You Now,Sugababes,2007,1ctdfJSzp6qF2iDAVdDrfl,GBUM70706601,Change,album,2007-01-01,212400,Sugababes,1,1
Ride Wit Me,"Nelly, City Spud",2000,3Gf5nttwcX9aaSQXRWidEZ,USUR10000183,Country Grammar,album,2000-06-27,291781,Nelly,7,1
Manchild,Neneh Cherry,1989,5tmkX2fJ7KUAnMz3W1ibEr,GBAAA8900001,Raw Like Sushi,album,1989-01-01,232333,Neneh Cherry,2,1
Johnny B. Goode,Chuck Berry,1959,2QfiRTz5Yc8DdShCxG1tB2,USMC15719963,Berry Is On Top,album,1959-07-01,161560,Chuck Berry,6,1
Stayin Alive,Bee Gees,2020,5ubvP9oKmxLUVq506fgLhk,USRH10721057,How Can You Mend A Broken Heart,compilation,2020-12-11,285373,Bee Gees,1,1
What a Fool Believes,The Doobie Brothers,1978,2yBVeksU2EtrPJbTu4ZslK,USWB10902441,Minute by Minute,album,1978,223866,The Doobie Brothers,2,1
Nothing's Gonna Change My Love For You,Glenn Medeiros,1986,1exLL81vN8mD55M9HMOt1t,USAR49914001,Nothing's Gonna Change My Love For You,compilation,1986-01-01,231586,Glenn Medeiros,1,1
Wonderwall,Oasis,1995,1qPbGZqppFwLwcBC1JQ6Vr,GBAAW9500189,(What's The Story) Morning Glory?,album,1995-10-02,258906,Oasis,3,1
Un-Break My Heart,Toni Braxton,1996,5Ihd9HrPvOADyVoonH9ZjB,USLF29600015,Secrets,album,1996-06-18,270333,Toni Braxton,4,1
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack","Bill Medley, Jennifer Warnes",2004,4BFMQ15vXr626UOoZL8bUI,USRC10300895,Platinum & Gold Collection,compilation,2004-07-13,289066,Jennifer Warnes,12,1
Mandy,Barry Manilow,1974,6iXQrhhgBisdfvS34EMTZ3,USAR17400164,Barry Manilow II,album,1974,213333,Barry Manilow,3,1
Left Outside Alone,Anastacia,2004,3xl7PsO7Hzuig6To9FgDm6,USSM10400150,Anastacia,album,2004,257426,Anastacia,2,1
Summer Of '69,Bryan Adams,1984,0GONea6G2XdnHWjNZd6zt3,USAM18490006,Reckless (30th Anniversary / Deluxe Edition),album,1984-11-05,216053,Bryan Adams,6,1
Que sera mi vida,Gibson Brothers,2005,18QuuMKFKOBZPRtt2G2qBU,DEH840500590,Blue Island,album,2005-09-05,222426,Gibson Brothers,12,1
The Tears Of A Clown,Smokey Robinson & The Miracles,1967,4Dq749x2QP6OXTURJ9GGY8,USMO17000525,Make It Happen,album,1967-08-29,181800,Smokey Robinson & The Miracles,12,1
Pump up the Volume,M/A/R/R/S,2011,60L8m3PCDp0cTytHjUe0qW,USWB11101673,"Bright Lights, Big City (Original Motion Picture Soundtrack)",compilation,2011-06-24,246213,Various Artists,10,1
Big Log,Robert Plant,2019,49sFew6AZ9ItgmIHCcabm0,USAT29901095,Power Ballads: The Collection,compilation,2019-08-16,303706,Various Artists,27,1
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2018,4hQ6UGyWQIGJmHSo0J88JW,USUM71805992,Back To You (From 13 Reasons Why – Season 2 Soundtrack),single,2018-05-10,207904,Selena Gomez,1,1
Can't Feel My Face,The Weeknd,2015,22VdIZQfgXJea34mQxlt81,USUG11500741,Beauty Behind The Madness,album,2015-08-28,213520,The Weeknd,7,1
Mr. Blue Sky,Electric Light Orchestra,1977,2RlgNHKcydI9sayD2Df2xp,USSM17200399,Out of the Blue,album,1977,303820,Electric Light Orchestra,13,1
I Still Haven't Found What I'm Looking For,U2,1987,6wpGqhRvJGNNXwWlPmkMyO,GBUM70709783,The Joshua Tree (Super Deluxe),compilation,1987-03-03,277476,U2,2,1
Hot N Cold,Katy Perry,2008,0iGckQFyv6svOfAbAY9aWJ,USCA20802544,One Of The Boys,album,2008-06-17,220226,Katy Perry,7,1
Goodbye,Spice Girls,2000,6ZNw9Cnc85OeHZrjMAZJfY,GBAAA9820805,Forever,album,2000-01-01,275426,Spice Girls,11,1
Shy Guy,Diana King,1995,3ldG6XCLDXxWg1N6XhrSKo,USSM19400411,Tougher Than Love,album,1995-04-14,258560,Diana King,2,1
You Say,Lauren Daigle,2018,6Up545NUflOiXo8cEraH49,US8391800158,Look Up Child,album,2018-09-07,274693,Lauren Daigle,5,1
Witch Doctor,Cartoons,2005,5YZuePCawcrg0DJrWovPu7,GBAHT1322316,Greatest Toons,album,2005,187453,Cartoons,2,1
Come Back and Stay,Paul Young,2003,1RmgLVx1f90AuMnqRHZS5j,GBBBN8300003,The Essential Paul Young,compilation,2003-07-01,263373,Paul Young,2,1
Crazy In Love (feat. JAY-Z),"Beyoncé, JAŸ-Z",2003,5IVuqXILoxVWvWEPm82Jxr,USSM10305425,Dangerously In Love,album,2003-06-24,236133,Beyoncé,1,1
Boogie Nights - Single Version,Heatwave,1977,6tCe4Te0w9dtIDO68FpFUA,GBBBM7600003,Too Hot to Handle (Expanded Edition),album,1977-06-27,220573,Heatwave,13,1
Voulez-Vous,ABBA,1979,17OqI90oTFZ3J8PVu6j07V,SEAYD7901020,Voulez-Vous,album,1979,309173,ABBA,2,1
The Climb,Miley Cyrus,2009,0e9yNhxYfJul6sQ8Cizr1B,USWD10935758,Hannah Montana The Movie,compilation,2009-01-01,237066,Various Artists,8,1
Welcome To The Jungle,Guns N' Roses,1987,0G21yYKMZoHa30cYVi1iA8,USGF18714801,Appetite For Destruction,album,1987-07-21,273480,Guns N' Roses,1,1
Volare (Nel Blu di Pinto di Blu),Gipsy Kings,1989,4OjJAGDDZTLlTNeOMBl7UM,GBAAW0202208,Mosaïque,album,1989-05-01,218520,Gipsy Kings,7,1
The Seed (2.0),"The Roots, Cody Chesnutt",2002,6HxweNytuEQdmGeVtZPZz3,USMC10201424,Phrenology,album,2002,267933,The Roots,8,1
Georgia on My Mind,Ray Charles,2011,4DEAiNBvq5yBy7NzpVc02h,SEWDL6012012,Ray Charles,compilation,2011-09-20,215120,Ray Charles,2,1
Freedom! '90 - Remastered,George Michael,1998,4dT3qLUU6fFUmomLzk2cUA,GBARL1000907,Ladies & Gentlemen,compilation,1998-11-09,388680,George Michael,5,2
Blowin' in the Wind,Bob Dylan,1963,18GiV1BaXzPVYpp9rmOg0E,USSM19900534,The Freewheelin' Bob Dylan,album,1963-05-27,168756,Bob Dylan,1,1
Untouched,The Veronicas,2005,40bm28QcJT5My540ymSQ2y,USWB10704602,Hook Me Up,album,2005,255360,The Veronicas,1,1
